image_number,x,y,z,roll,pith,yaw,j1,j2,j3,j4,j5,j6,j7
22,-0.580363,-0.11355,0.148092,3.403498,2.799275,130.091757,-0.195631,0.59685,-0.235035,-1.662272,0.088312,0.855433,-1.317546
23,-0.579823,-0.113863,0.147757,3.406272,2.924747,129.994837,-0.195619,0.596898,-0.235011,-1.66262,0.085615,0.855433,-1.317582
24,-0.579368,-0.114307,0.147449,3.424326,3.064532,129.890624,-0.195631,0.597066,-0.235023,-1.662632,0.082559,0.855445,-1.317546
25,-0.579032,-0.114594,0.147144,3.427953,3.165858,129.81359,-0.195619,0.59733,-0.235023,-1.662656,0.080438,0.855457,-1.31757
26,-0.578691,-0.11493,0.146798,3.433068,3.273031,129.735943,-0.195631,0.597677,-0.235047,-1.662644,0.078221,0.855421,-1.317582
27,-0.578406,-0.115137,0.146327,3.411974,3.351163,129.691621,-0.195619,0.598336,-0.235131,-1.662656,0.076915,0.855421,-1.317582
28,-0.578147,-0.115227,0.145767,3.364219,3.393123,129.691335,-0.195631,0.599199,-0.23531,-1.6628,0.076675,0.855445,-1.31757
29,-0.577807,-0.115349,0.144969,3.294416,3.441501,129.70479,-0.195643,0.600481,-0.235646,-1.663003,0.076663,0.855433,-1.31757
30,-0.577383,-0.115554,0.143987,3.20915,3.504116,129.726846,-0.195655,0.602111,-0.236161,-1.663195,0.076663,0.855445,-1.317558
31,-0.57697,-0.115797,0.142941,3.122066,3.571637,129.747712,-0.195667,0.603909,-0.236725,-1.663303,0.076651,0.855433,-1.317582
32,-0.576488,-0.116085,0.141575,3.007805,3.6538,129.773476,-0.195786,0.60627,-0.237276,-1.663375,0.076639,0.855433,-1.317582
33,-0.576029,-0.116339,0.140064,2.882646,3.740395,129.794515,-0.195894,0.60893,-0.237767,-1.663351,0.076639,0.855433,-1.317582
34,-0.575519,-0.116606,0.138401,2.745458,3.835806,129.817891,-0.195966,0.611866,-0.238342,-1.663327,0.076663,0.855421,-1.31757
35,-0.575034,-0.116786,0.136748,2.607073,3.928875,129.829295,-0.19599,0.614767,-0.238798,-1.663303,0.076651,0.855433,-1.317594
36,-0.574643,-0.116868,0.135202,2.476508,4.005222,129.835418,-0.196122,0.617439,-0.238942,-1.663279,0.076663,0.855421,-1.317582
37,-0.574424,-0.116849,0.133882,2.368036,4.065321,129.828288,-0.19617,0.6198,-0.238918,-1.663087,0.076675,0.855409,-1.317582
38,-0.574245,-0.116809,0.132722,2.273021,4.11849,129.819094,-0.196158,0.621897,-0.238906,-1.662883,0.076687,0.855409,-1.317582
39,-0.574206,-0.116818,0.131864,2.211841,4.157219,129.810916,-0.196146,0.623563,-0.238906,-1.662536,0.076687,0.855338,-1.317582
40,-0.574271,-0.1169,0.131296,2.187686,4.179567,129.808702,-0.196182,0.624737,-0.23893,-1.662188,0.076699,0.85505,-1.317582
41,-0.574567,-0.117054,0.131007,2.234285,4.175457,129.805699,-0.196206,0.625385,-0.23893,-1.661913,0.076711,0.853887,-1.317594
42,-0.575109,-0.117313,0.130964,2.374125,4.140118,129.804677,-0.196206,0.625445,-0.23893,-1.661913,0.076711,0.851311,-1.317582
43,-0.575929,-0.117759,0.131041,2.597198,4.084662,129.807441,-0.196194,0.625313,-0.239038,-1.661913,0.076699,0.84744,-1.31757
44,-0.577427,-0.11893,0.131228,3.046473,3.990225,129.837787,-0.196182,0.625097,-0.239793,-1.661925,0.076711,0.839734,-1.317582
45,-0.577888,-0.11938,0.131237,3.194137,3.963723,129.853096,-0.196206,0.625121,-0.240128,-1.661949,0.076711,0.837122,-1.317582
46,-0.578656,-0.120296,0.131271,3.465636,3.924348,129.889068,-0.196182,0.625169,-0.241003,-1.662021,0.076699,0.832364,-1.317582
47,-0.579089,-0.121209,0.131324,3.672405,3.907772,129.937059,-0.196194,0.625181,-0.242082,-1.662164,0.076699,0.828793,-1.317606
48,-0.578991,-0.121865,0.131375,3.743264,3.926031,129.99006,-0.196194,0.625181,-0.24316,-1.66232,0.076699,0.827678,-1.31757
49,-0.578433,-0.122629,0.131396,3.749182,3.978899,130.063864,-0.196182,0.625181,-0.24473,-1.662692,0.076687,0.827666,-1.317594
50,-0.577773,-0.12333,0.131317,3.740336,4.033092,130.13985,-0.196206,0.625205,-0.246216,-1.663291,0.076687,0.827654,-1.31757
51,-0.577029,-0.124099,0.131209,3.728547,4.09636,130.221109,-0.196182,0.625277,-0.247906,-1.66395,0.076675,0.827654,-1.31757
52,-0.576371,-0.12484,0.131167,3.723893,4.152301,130.29844,-0.19617,0.625289,-0.2495,-1.664501,0.076687,0.827654,-1.317582
53,-0.575939,-0.125408,0.131187,3.72786,4.190809,130.355945,-0.196182,0.625265,-0.250662,-1.664813,0.076687,0.827642,-1.317582
54,-0.575591,-0.125822,0.131182,3.726504,4.221289,130.398121,-0.196182,0.625265,-0.251537,-1.665077,0.076687,0.827666,-1.317594
55,-0.575359,-0.125952,0.131072,3.713364,4.237385,130.416579,-0.196194,0.625337,-0.251861,-1.665364,0.076687,0.827654,-1.31757
56,-0.575164,-0.125892,0.130902,3.690194,4.246917,130.416797,-0.196158,0.625421,-0.251897,-1.665724,0.076687,0.827654,-1.317582
57,-0.574973,-0.125793,0.130633,3.658506,4.259708,130.413596,-0.19611,0.625684,-0.251873,-1.666047,0.076675,0.827666,-1.31757
58,-0.574756,-0.12566,0.13026,3.618405,4.27568,130.406569,-0.196038,0.626092,-0.251825,-1.666419,0.076675,0.827642,-1.317582
59,-0.574443,-0.12553,0.129799,3.565057,4.296403,130.404353,-0.196014,0.626571,-0.251789,-1.666934,0.076687,0.827654,-1.317582
60,-0.57413,-0.125385,0.129225,3.504489,4.323168,130.398383,-0.195942,0.627278,-0.251765,-1.667389,0.076687,0.827654,-1.317582
61,-0.573777,-0.125295,0.12859,3.439013,4.353944,130.39726,-0.195942,0.628081,-0.251777,-1.667869,0.076687,0.827642,-1.317594
62,-0.573501,-0.125224,0.1279,3.373236,4.387478,130.394972,-0.19593,0.629112,-0.251789,-1.668121,0.076687,0.827654,-1.317582
63,-0.57328,-0.125166,0.127199,3.30987,4.420051,130.392159,-0.195942,0.630226,-0.251765,-1.668252,0.076687,0.827654,-1.317558
64,-0.573141,-0.125132,0.12659,3.258,4.448604,130.387493,-0.195942,0.631269,-0.251753,-1.66824,0.076687,0.827654,-1.317558
65,-0.573031,-0.125049,0.126019,3.208855,4.472439,130.377123,-0.19593,0.632228,-0.251657,-1.66824,0.076687,0.827642,-1.317582
66,-0.572918,-0.124968,0.125487,3.1616,4.494528,130.370157,-0.195918,0.633114,-0.251573,-1.668252,0.076699,0.827654,-1.31757
67,-0.572802,-0.124911,0.124956,3.116277,4.51942,130.362511,-0.19587,0.634025,-0.251561,-1.66824,0.076699,0.827654,-1.317582
68,-0.572703,-0.124849,0.124495,3.076539,4.539619,130.357838,-0.195846,0.634804,-0.251513,-1.66824,0.076699,0.827654,-1.317546
69,-0.57263,-0.124813,0.124129,3.045015,4.554862,130.354159,-0.195858,0.635427,-0.251465,-1.668228,0.076711,0.827654,-1.317546
70,-0.572585,-0.12476,0.123894,3.023105,4.56332,130.349029,-0.195858,0.635811,-0.251393,-1.66824,0.076723,0.827666,-1.317558
71,-0.572604,-0.124716,0.123834,3.018839,4.562404,130.345728,-0.195858,0.635907,-0.251309,-1.668228,0.076735,0.827642,-1.317546
72,-0.572643,-0.124674,0.123849,3.016775,4.552421,130.352463,-0.195858,0.635907,-0.251285,-1.668216,0.076951,0.827654,-1.317546
73,-0.572673,-0.124687,0.12388,3.02116,4.548478,130.357907,-0.19587,0.635883,-0.251297,-1.66818,0.07701,0.82763,-1.31751
74,-0.572671,-0.124663,0.123879,3.018968,4.548638,130.355992,-0.195846,0.635883,-0.251285,-1.66818,0.07701,0.827666,-1.31751
75,-0.57268,-0.124659,0.123871,3.019076,4.54721,130.360596,-0.195846,0.635907,-0.251285,-1.668168,0.077046,0.827654,-1.31745
76,-0.572724,-0.124643,0.123916,3.019823,4.536098,130.370006,-0.195858,0.635871,-0.251297,-1.668144,0.077286,0.827666,-1.317462
77,-0.57283,-0.124565,0.123966,3.021536,4.517387,130.379604,-0.195822,0.635859,-0.251261,-1.668073,0.077658,0.827654,-1.317462
78,-0.572934,-0.124501,0.124003,3.026367,4.51205,130.371383,-0.195763,0.635871,-0.251166,-1.667917,0.07767,0.827678,-1.317462
79,-0.573036,-0.124425,0.124032,3.033117,4.506252,130.362308,-0.195691,0.635871,-0.251058,-1.667797,0.07767,0.827642,-1.31745
80,-0.57311,-0.124333,0.124058,3.035499,4.499817,130.354237,-0.195619,0.635847,-0.25095,-1.667737,0.077706,0.827642,-1.31745
81,-0.573165,-0.124192,0.124051,3.032642,4.492078,130.343865,-0.195559,0.635823,-0.250758,-1.667749,0.077741,0.827642,-1.317438
82,-0.573248,-0.124035,0.124018,3.027721,4.482799,130.329542,-0.195547,0.635847,-0.250471,-1.667725,0.077765,0.827642,-1.31745
83,-0.57334,-0.123869,0.12399,3.022993,4.472609,130.3162,-0.195559,0.635859,-0.250135,-1.667689,0.077765,0.827654,-1.317414
84,-0.573427,-0.123691,0.123974,3.018533,4.461367,130.299775,-0.195547,0.635835,-0.249811,-1.667689,0.077789,0.827654,-1.317438
85,-0.573529,-0.123562,0.124002,3.019895,4.449796,130.290112,-0.195535,0.635787,-0.249572,-1.667629,0.077837,0.827654,-1.317426
86,-0.573713,-0.123419,0.124073,3.021156,4.418351,130.301269,-0.195535,0.635763,-0.249404,-1.667509,0.078389,0.827642,-1.317438
87,-0.573945,-0.123317,0.124188,3.027567,4.383083,130.32269,-0.195487,0.635775,-0.24938,-1.66727,0.079108,0.827642,-1.317438
88,-0.574109,-0.123319,0.124323,3.039959,4.36479,130.334273,-0.195499,0.635715,-0.24938,-1.66703,0.079407,0.827666,-1.317426
89,-0.574231,-0.123341,0.124418,3.054243,4.358401,130.332871,-0.195499,0.635667,-0.249356,-1.666826,0.079419,0.827642,-1.317426
90,-0.574254,-0.123324,0.124461,3.057293,4.355258,130.332088,-0.195499,0.635595,-0.24932,-1.666814,0.079419,0.827654,-1.317414
91,-0.574295,-0.123274,0.12448,3.059344,4.352352,130.32612,-0.195463,0.635571,-0.249248,-1.666778,0.079407,0.827654,-1.317414
92,-0.574331,-0.123184,0.124471,3.059279,4.349515,130.317322,-0.195379,0.635571,-0.249164,-1.666778,0.079407,0.82763,-1.317414
93,-0.574392,-0.12305,0.124455,3.055591,4.342559,130.305441,-0.195343,0.635571,-0.248949,-1.666766,0.079419,0.827642,-1.317414
94,-0.574467,-0.122866,0.124432,3.050651,4.334007,130.28812,-0.195295,0.635559,-0.248649,-1.666766,0.079407,0.827654,-1.317414
95,-0.574559,-0.122641,0.124388,3.042112,4.322882,130.266247,-0.195259,0.635571,-0.248265,-1.666766,0.079419,0.827678,-1.31745
96,-0.574671,-0.122396,0.124348,3.03676,4.309019,130.244633,-0.195235,0.635559,-0.247822,-1.666778,0.079419,0.827642,-1.317438
97,-0.574783,-0.122158,0.1243,3.029369,4.295534,130.224348,-0.195235,0.635571,-0.247367,-1.666766,0.079419,0.827642,-1.317414
98,-0.574877,-0.12195,0.124269,3.02271,4.283648,130.20499,-0.195235,0.635559,-0.246971,-1.666766,0.079419,0.827654,-1.317426
99,-0.574977,-0.121759,0.124241,3.017915,4.272151,130.187988,-0.195235,0.635559,-0.2466,-1.666742,0.079419,0.827654,-1.317414
100,-0.57506,-0.12162,0.12422,3.015567,4.263854,130.174613,-0.195223,0.635571,-0.246336,-1.666706,0.079419,0.827642,-1.317414
101,-0.575106,-0.121505,0.124224,3.01381,4.259562,130.163303,-0.195151,0.635547,-0.246192,-1.666694,0.079407,0.827666,-1.317414
102,-0.57515,-0.121444,0.124237,3.015771,4.257123,130.157717,-0.195067,0.635547,-0.246156,-1.666646,0.079419,0.827666,-1.317402
103,-0.575173,-0.121423,0.124237,3.017496,4.256418,130.153549,-0.195031,0.635559,-0.246144,-1.666622,0.079419,0.827642,-1.317426
104,-0.575186,-0.121398,0.124237,3.016989,4.255243,130.152494,-0.195019,0.635559,-0.246108,-1.66661,0.079419,0.827654,-1.317402
105,-0.57522,-0.121373,0.124244,3.017795,4.252954,130.147442,-0.195019,0.635559,-0.246048,-1.666575,0.079419,0.827654,-1.317438
106,-0.575355,-0.121301,0.124291,3.024802,4.244904,130.139061,-0.195008,0.635559,-0.245869,-1.666383,0.079407,0.827666,-1.317402
107,-0.575606,-0.121148,0.124354,3.035695,4.227192,130.119485,-0.195019,0.635559,-0.245473,-1.666083,0.079419,0.827642,-1.317414
108,-0.575921,-0.120845,0.124398,3.04093,4.20254,130.085925,-0.195019,0.635559,-0.244802,-1.66576,0.079407,0.827666,-1.317414
109,-0.576275,-0.120424,0.124413,3.042527,4.170916,130.042825,-0.195019,0.635547,-0.243915,-1.665484,0.079407,0.827654,-1.317414
110,-0.576553,-0.119921,0.124346,3.031738,4.141923,129.994628,-0.194972,0.635571,-0.24298,-1.665376,0.079407,0.827654,-1.317426
111,-0.576845,-0.119364,0.124273,3.017661,4.108029,129.943488,-0.194984,0.635559,-0.24189,-1.665304,0.079407,0.827666,-1.317426
112,-0.577134,-0.118808,0.124191,3.004746,4.074855,129.892101,-0.194972,0.635559,-0.240823,-1.665244,0.079407,0.827642,-1.317426
113,-0.577418,-0.118284,0.124118,2.991625,4.043944,129.843993,-0.19496,0.635583,-0.239817,-1.665136,0.079407,0.827666,-1.317414
114,-0.577765,-0.117759,0.124091,2.986245,4.009043,129.793254,-0.194948,0.635571,-0.238774,-1.664945,0.079407,0.827654,-1.317414
115,-0.578036,-0.117341,0.124071,2.980324,3.981892,129.751891,-0.194948,0.635559,-0.237935,-1.664789,0.079395,0.827678,-1.317426
116,-0.578268,-0.116884,0.123995,2.968577,3.955285,129.708619,-0.194948,0.635571,-0.237048,-1.664741,0.079383,0.827666,-1.317438
117,-0.578428,-0.116483,0.123914,2.954219,3.936093,129.670749,-0.194936,0.635583,-0.236293,-1.664741,0.079323,0.827702,-1.317426
118,-0.578543,-0.116229,0.123859,2.947097,3.922449,129.64592,-0.194936,0.635595,-0.235802,-1.664741,0.079299,0.827678,-1.317438
119,-0.578643,-0.115969,0.123817,2.936315,3.907809,129.623974,-0.194948,0.635583,-0.23531,-1.664753,0.079311,0.827726,-1.317438
120,-0.578752,-0.115794,0.123811,2.936112,3.895919,129.608723,-0.194936,0.635559,-0.234975,-1.664717,0.079311,0.82769,-1.317414
121,-0.578919,-0.115615,0.123821,2.937639,3.882182,129.588543,-0.194936,0.635571,-0.234591,-1.664561,0.079311,0.82769,-1.317438
122,-0.579118,-0.115418,0.123845,2.9408,3.865674,129.5668,-0.194948,0.635571,-0.234148,-1.664369,0.079311,0.82769,-1.31745
123,-0.579302,-0.115179,0.12385,2.941072,3.849194,129.543445,-0.194924,0.635571,-0.233681,-1.664226,0.079311,0.82769,-1.317438
124,-0.579472,-0.114833,0.123804,2.932059,3.827824,129.513527,-0.194936,0.635559,-0.233009,-1.664202,0.079323,0.82769,-1.317426
125,-0.579665,-0.114421,0.123724,2.920116,3.804725,129.475575,-0.194936,0.635583,-0.232219,-1.664178,0.079311,0.827678,-1.317426
126,-0.57987,-0.113973,0.123663,2.907524,3.778591,129.434785,-0.194936,0.635559,-0.231368,-1.664166,0.079311,0.82769,-1.317438
127,-0.580141,-0.11338,0.123563,2.890521,3.744065,129.382401,-0.194948,0.635559,-0.230229,-1.664154,0.079311,0.827678,-1.317426
128,-0.580488,-0.112636,0.123456,2.869315,3.701946,129.313875,-0.194924,0.635559,-0.228839,-1.664094,0.079311,0.827714,-1.31745
129,-0.580882,-0.111901,0.123356,2.853101,3.657314,129.247383,-0.194924,0.635583,-0.227413,-1.663962,0.079311,0.827702,-1.317426
130,-0.581377,-0.11121,0.123351,2.850259,3.609383,129.179118,-0.194912,0.635571,-0.226023,-1.663626,0.079311,0.82769,-1.317438
131,-0.581936,-0.110579,0.123405,2.854767,3.560768,129.114433,-0.194924,0.635571,-0.22468,-1.663111,0.079311,0.827726,-1.317438
132,-0.582452,-0.110045,0.123497,2.858411,3.518692,129.060014,-0.194936,0.635571,-0.22353,-1.662536,0.079311,0.827894,-1.317414
133,-0.582975,-0.109519,0.123564,2.869071,3.476051,129.002693,-0.194924,0.635583,-0.222403,-1.662021,0.079311,0.82787,-1.317438
134,-0.583291,-0.109067,0.123554,2.865293,3.444378,128.959857,-0.194948,0.635583,-0.221469,-1.661805,0.079311,0.827882,-1.317426
135,-0.583471,-0.108653,0.12349,2.853101,3.421262,128.923035,-0.194936,0.635583,-0.220702,-1.661793,0.079311,0.827894,-1.317426
136,-0.58359,-0.10838,0.123435,2.844509,3.406577,128.897856,-0.194924,0.635607,-0.220198,-1.661781,0.079311,0.827894,-1.317438
137,-0.583612,-0.108293,0.123403,2.839548,3.402868,128.8912,-0.194924,0.635631,-0.220043,-1.661793,0.079311,0.827906,-1.317426
138,-0.583608,-0.108329,0.123405,2.841256,3.403246,128.89437,-0.19496,0.635631,-0.220067,-1.661793,0.079311,0.827882,-1.317426
139,-0.583609,-0.108321,0.123402,2.839969,3.403704,128.893614,-0.194948,0.635643,-0.220067,-1.661781,0.079311,0.827906,-1.317426
140,-0.583636,-0.108328,0.123421,2.843649,3.401485,128.895419,-0.19496,0.635631,-0.220055,-1.661745,0.079323,0.827882,-1.317402
141,-0.583639,-0.108336,0.12341,2.843462,3.402789,128.894964,-0.194948,0.635667,-0.220079,-1.661721,0.079323,0.827882,-1.317414
142,-0.583702,-0.108355,0.123466,2.850763,3.399265,128.894864,-0.194972,0.635631,-0.220055,-1.661613,0.079323,0.827882,-1.317414
143,-0.58376,-0.10838,0.123481,2.855049,3.398935,128.894651,-0.194972,0.635691,-0.220067,-1.661469,0.079323,0.827894,-1.317414
144,-0.583935,-0.108457,0.123525,2.869735,3.39547,128.895456,-0.195019,0.635835,-0.220055,-1.661086,0.079323,0.82787,-1.317402
145,-0.584063,-0.108541,0.123546,2.879447,3.394404,128.896333,-0.195079,0.635979,-0.220067,-1.660774,0.079323,0.82787,-1.317426
146,-0.584177,-0.10863,0.123509,2.884642,3.396266,128.899459,-0.195139,0.63623,-0.22009,-1.660451,0.079323,0.82787,-1.317414
147,-0.584252,-0.10865,0.123375,2.879707,3.400819,128.897603,-0.195151,0.63659,-0.220067,-1.660211,0.079323,0.827858,-1.317402
148,-0.584352,-0.108687,0.123197,2.873616,3.408001,128.894698,-0.195151,0.637081,-0.220067,-1.659875,0.079323,0.827846,-1.317402
149,-0.58454,-0.108719,0.123061,2.874266,3.411887,128.88896,-0.195127,0.637597,-0.220043,-1.659372,0.079335,0.827846,-1.317402
150,-0.584823,-0.108808,0.123032,2.89498,3.408438,128.885757,-0.195127,0.637992,-0.220043,-1.658773,0.079371,0.82769,-1.317414
151,-0.585367,-0.108959,0.123112,2.936025,3.39901,128.880662,-0.195127,0.638531,-0.220019,-1.657598,0.079407,0.827594,-1.31739
152,-0.586117,-0.109181,0.123334,2.996733,3.386412,128.871101,-0.195103,0.639107,-0.220031,-1.655945,0.079407,0.827594,-1.31739
153,-0.586918,-0.109384,0.123502,3.053371,3.369797,128.863934,-0.195127,0.639826,-0.219959,-1.654195,0.079491,0.827594,-1.317366
154,-0.587798,-0.10947,0.123675,3.10836,3.34233,128.851268,-0.195115,0.640557,-0.219731,-1.652397,0.079707,0.827594,-1.317354
155,-0.58852,-0.109459,0.123795,3.150277,3.319692,128.831624,-0.195127,0.64112,-0.219347,-1.650971,0.079743,0.827606,-1.317282
156,-0.588997,-0.109281,0.123752,3.163093,3.301963,128.802547,-0.195115,0.641599,-0.21882,-1.65012,0.079743,0.827618,-1.317258
157,-0.58917,-0.108896,0.123557,3.143152,3.284699,128.768683,-0.195127,0.641863,-0.218077,-1.650036,0.079743,0.827606,-1.317234
158,-0.589311,-0.108454,0.123289,3.113514,3.268957,128.730628,-0.195103,0.64221,-0.217298,-1.650012,0.079767,0.827618,-1.317234
159,-0.589456,-0.108028,0.123093,3.089673,3.249569,128.695026,-0.195127,0.642414,-0.216495,-1.650024,0.079779,0.827618,-1.317222
160,-0.5896,-0.107639,0.122903,3.068718,3.232964,128.660942,-0.195115,0.642642,-0.215788,-1.65,0.079791,0.827606,-1.317222
161,-0.589632,-0.107459,0.122749,3.05247,3.228695,128.645739,-0.195127,0.642834,-0.215453,-1.650024,0.079779,0.827606,-1.31721
162,-0.589681,-0.107335,0.122675,3.044716,3.224083,128.634308,-0.195115,0.642942,-0.215237,-1.65,0.079791,0.827606,-1.317222
163,-0.589706,-0.107279,0.122642,3.04203,3.222086,128.628255,-0.195103,0.642989,-0.215141,-1.649988,0.079791,0.827594,-1.317234
164,-0.589713,-0.10728,0.122652,3.041109,3.220579,128.631556,-0.195115,0.642989,-0.215141,-1.649964,0.079827,0.82763,-1.31721
165,-0.589792,-0.107229,0.122681,3.041108,3.204698,128.641087,-0.195115,0.643001,-0.215117,-1.649916,0.080162,0.827606,-1.317234
166,-0.58985,-0.107193,0.122705,3.040836,3.192974,128.650872,-0.195115,0.643013,-0.215105,-1.649869,0.080414,0.827606,-1.31721
167,-0.589941,-0.107147,0.122744,3.046696,3.185489,128.64701,-0.195103,0.643001,-0.215009,-1.649761,0.080462,0.827582,-1.31721
168,-0.590019,-0.10709,0.122775,3.048819,3.178278,128.643176,-0.195115,0.642989,-0.214877,-1.649665,0.080498,0.827606,-1.317198
169,-0.590086,-0.106998,0.122774,3.047787,3.170493,128.636475,-0.195103,0.643001,-0.214722,-1.649617,0.080558,0.827606,-1.31721
170,-0.590159,-0.10686,0.122762,3.043689,3.159058,128.627733,-0.195115,0.643001,-0.21447,-1.649605,0.080642,0.827606,-1.317222
171,-0.590288,-0.106588,0.122743,3.035624,3.137008,128.61338,-0.195103,0.642989,-0.214026,-1.649605,0.080833,0.827606,-1.317222
172,-0.590473,-0.106217,0.122704,3.024228,3.107243,128.593031,-0.195103,0.643001,-0.213391,-1.649581,0.081073,0.827606,-1.31721
173,-0.59071,-0.105762,0.122661,3.014685,3.077982,128.553454,-0.195115,0.642989,-0.212516,-1.649509,0.081097,0.827606,-1.31721
174,-0.590955,-0.105379,0.122635,3.010908,3.053023,128.518693,-0.195103,0.643013,-0.211773,-1.649353,0.081097,0.827594,-1.317186
175,-0.591265,-0.104927,0.122629,3.008297,3.020902,128.480854,-0.195127,0.643013,-0.210851,-1.649137,0.081097,0.827594,-1.317103
176,-0.591591,-0.104459,0.122651,3.008942,2.986899,128.454239,-0.195115,0.642989,-0.20994,-1.648886,0.081109,0.827606,-1.316803
177,-0.591958,-0.103989,0.122661,3.009524,2.952892,128.408082,-0.195115,0.643013,-0.208981,-1.648574,0.081109,0.827606,-1.316803
178,-0.592312,-0.10353,0.122686,3.011076,2.919659,128.361439,-0.195115,0.643001,-0.208046,-1.648287,0.081097,0.827606,-1.316827
179,-0.592693,-0.103126,0.122722,3.016279,2.886682,128.32206,-0.195139,0.643037,-0.207171,-1.647903,0.081109,0.827606,-1.316803
180,-0.593086,-0.102756,0.122768,3.024321,2.856647,128.283709,-0.195127,0.643109,-0.206381,-1.647448,0.081109,0.827618,-1.316779
181,-0.593441,-0.10239,0.122784,3.029498,2.828607,128.245376,-0.195115,0.643193,-0.205614,-1.647064,0.081109,0.827606,-1.316779
182,-0.593712,-0.102066,0.122761,3.029324,2.804849,128.213028,-0.195139,0.643277,-0.204918,-1.646813,0.081109,0.827582,-1.316779
183,-0.593925,-0.101744,0.122745,3.025523,2.784166,128.182499,-0.195127,0.643313,-0.204295,-1.646645,0.081109,0.827606,-1.316779
184,-0.594037,-0.101507,0.122712,3.020203,2.769991,128.167142,-0.195127,0.643325,-0.203852,-1.646609,0.081109,0.827606,-1.316683
185,-0.594097,-0.101354,0.122691,3.018085,2.759646,128.176333,-0.195139,0.643325,-0.203564,-1.646597,0.081109,0.827594,-1.3163
186,-0.594052,-0.101219,0.122665,3.022834,2.747925,128.323166,-0.195127,0.643349,-0.203432,-1.646585,0.081109,0.827594,-1.313615
187,-0.593993,-0.101047,0.122695,3.042453,2.725146,128.612598,-0.195127,0.643325,-0.203289,-1.646477,0.081109,0.827582,-1.308438
188,-0.593913,-0.10085,0.122713,3.065397,2.698735,128.97316,-0.195127,0.643337,-0.203145,-1.646333,0.081109,0.82757,-1.302014
189,-0.593826,-0.10061,0.122728,3.085806,2.670004,129.345436,-0.195127,0.643337,-0.202941,-1.646201,0.081109,0.827594,-1.295339
190,-0.593745,-0.100378,0.12272,3.101875,2.64464,129.670188,-0.195127,0.643349,-0.202725,-1.646117,0.081097,0.827594,-1.289479
