image_number,x,y,z,roll,pith,yaw,j1,j2,j3,j4,j5,j6,j7
368,-0.620863,-0.077106,0.105113,-0.982746,0.444497,129.01189,-0.197153,0.71281,-0.169433,-1.578419,0.141677,0.881331,-1.308258
369,-0.6209,-0.077075,0.105121,-0.981036,0.441465,129.008186,-0.197129,0.712822,-0.169397,-1.578371,0.141701,0.881319,-1.308282
370,-0.620977,-0.077111,0.105183,-0.972651,0.438709,129.009495,-0.197141,0.712798,-0.169397,-1.578203,0.141689,0.881331,-1.308258
371,-0.621082,-0.077159,0.105269,-0.95961,0.43415,129.010477,-0.197165,0.712786,-0.169421,-1.577999,0.141701,0.881331,-1.308258
372,-0.621214,-0.077177,0.105334,-0.947902,0.428601,129.008993,-0.197165,0.712822,-0.169397,-1.577735,0.141713,0.881331,-1.308246
373,-0.621348,-0.077162,0.105421,-0.936058,0.421503,129.004157,-0.197129,0.71281,-0.169361,-1.577496,0.141737,0.881343,-1.308258
374,-0.621503,-0.077085,0.105499,-0.924761,0.409271,128.997885,-0.197069,0.712798,-0.169253,-1.57728,0.141821,0.881307,-1.308258
375,-0.621615,-0.076912,0.105519,-0.924828,0.398683,128.983849,-0.196997,0.71281,-0.169002,-1.577148,0.141833,0.881343,-1.308234
376,-0.62177,-0.076731,0.105554,-0.919903,0.384539,128.965475,-0.196937,0.71281,-0.168702,-1.57698,0.141845,0.881319,-1.308258
377,-0.621907,-0.076604,0.10559,-0.915208,0.372863,128.954433,-0.196913,0.712822,-0.168462,-1.576801,0.141857,0.881319,-1.308234
378,-0.622097,-0.076533,0.1057,-0.898785,0.363345,128.942003,-0.196805,0.71281,-0.168379,-1.576477,0.141857,0.881319,-1.308246
379,-0.622292,-0.076468,0.105828,-0.879849,0.355691,128.929734,-0.196637,0.712798,-0.168367,-1.576118,0.141857,0.881331,-1.308246
380,-0.622516,-0.076411,0.105957,-0.859555,0.343618,128.920043,-0.196518,0.712798,-0.168319,-1.575734,0.141917,0.881307,-1.308258
381,-0.622799,-0.076398,0.106138,-0.835468,0.327036,128.917543,-0.196458,0.712798,-0.168283,-1.575219,0.142049,0.881331,-1.308246
382,-0.623192,-0.076367,0.106359,-0.800284,0.306451,128.903969,-0.196422,0.712798,-0.168103,-1.574524,0.142061,0.881307,-1.308246
383,-0.623588,-0.076355,0.106615,-0.765017,0.284175,128.893673,-0.196434,0.71275,-0.167911,-1.573817,0.142085,0.881331,-1.308234
384,-0.624006,-0.076314,0.106864,-0.729437,0.259618,128.879321,-0.196446,0.712714,-0.16766,-1.573098,0.142109,0.881331,-1.308246
385,-0.624502,-0.076186,0.107154,-0.691359,0.225389,128.860505,-0.196446,0.712642,-0.167264,-1.572307,0.142193,0.881331,-1.308246
386,-0.624975,-0.076042,0.107391,-0.657543,0.194562,128.838034,-0.196446,0.712654,-0.166857,-1.571564,0.142229,0.881319,-1.308234
387,-0.625331,-0.075849,0.107537,-0.637618,0.168105,128.815002,-0.196446,0.71263,-0.166365,-1.571012,0.142229,0.881331,-1.308246
388,-0.625594,-0.075647,0.107627,-0.626757,0.146452,128.794268,-0.196446,0.71263,-0.165922,-1.570653,0.142229,0.881343,-1.308234
389,-0.625788,-0.075513,0.107689,-0.617073,0.131137,128.779949,-0.196434,0.712642,-0.165634,-1.570389,0.142241,0.881319,-1.308234
390,-0.625882,-0.075466,0.107721,-0.612282,0.124231,128.774044,-0.196446,0.712654,-0.165502,-1.570245,0.142241,0.881319,-1.308234
391,-0.625925,-0.075411,0.10773,-0.612251,0.119877,128.769072,-0.196446,0.712654,-0.165394,-1.570197,0.142241,0.881331,-1.308234
392,-0.626007,-0.075347,0.107757,-0.607102,0.113906,128.76072,-0.196422,0.712654,-0.165275,-1.57009,0.142229,0.881307,-1.308246
393,-0.626137,-0.075212,0.107785,-0.604736,0.100614,128.75004,-0.196446,0.712654,-0.164975,-1.569946,0.142241,0.881307,-1.308222
394,-0.626263,-0.074975,0.107789,-0.608847,0.083845,128.729087,-0.196458,0.712642,-0.16452,-1.569862,0.142241,0.881331,-1.308246
395,-0.626442,-0.074688,0.107785,-0.610373,0.063351,128.70414,-0.196446,0.712666,-0.16398,-1.569718,0.142241,0.881307,-1.308246
396,-0.62662,-0.074345,0.107775,-0.616136,0.040255,128.676829,-0.196434,0.712678,-0.163357,-1.569598,0.142253,0.881319,-1.308234
397,-0.626797,-0.074031,0.107739,-0.621538,0.017473,128.651454,-0.196446,0.712738,-0.162758,-1.569478,0.142289,0.881283,-1.308246
398,-0.626942,-0.073719,0.10772,-0.632078,-0.008425,128.636343,-0.196446,0.712762,-0.162243,-1.56943,0.142492,0.881295,-1.308246
399,-0.627088,-0.073388,0.107694,-0.643582,-0.037586,128.623599,-0.196446,0.712786,-0.161715,-1.569418,0.142768,0.881271,-1.308246
400,-0.627314,-0.07295,0.107683,-0.652759,-0.077681,128.603321,-0.196458,0.712786,-0.160972,-1.56937,0.143079,0.881188,-1.308246
401,-0.627383,-0.072797,0.107674,-0.65732,-0.089855,128.597021,-0.196446,0.712798,-0.160733,-1.569347,0.143175,0.881188,-1.308222
402,-0.627492,-0.0726,0.107684,-0.661832,-0.109345,128.587093,-0.196458,0.712786,-0.160397,-1.569311,0.143343,0.881176,-1.308258
403,-0.627628,-0.072338,0.107672,-0.667748,-0.131188,128.574493,-0.196446,0.71281,-0.159966,-1.569251,0.143499,0.881152,-1.308234
404,-0.627811,-0.072052,0.107685,-0.671,-0.158515,128.557894,-0.19647,0.71281,-0.159438,-1.569143,0.143667,0.881116,-1.308246
405,-0.628063,-0.071723,0.107711,-0.667209,-0.195772,128.544602,-0.196458,0.71281,-0.158887,-1.569023,0.14399,0.880924,-1.308246
406,-0.628345,-0.071304,0.10775,-0.677305,-0.255965,128.555832,-0.196446,0.712834,-0.15836,-1.568975,0.144937,0.880768,-1.308246
407,-0.628568,-0.07093,0.107773,-0.702353,-0.318987,128.587801,-0.196458,0.712917,-0.158012,-1.568975,0.146207,0.880768,-1.308258
408,-0.62877,-0.070602,0.107736,-0.725787,-0.371786,128.616306,-0.19647,0.713097,-0.157689,-1.568939,0.147286,0.880732,-1.308222
409,-0.628935,-0.070363,0.107642,-0.739268,-0.402016,128.621544,-0.19647,0.713337,-0.157377,-1.568831,0.147825,0.880648,-1.308234
410,-0.629116,-0.070311,0.107515,-0.7173,-0.416141,128.615869,-0.19647,0.713565,-0.157197,-1.568747,0.147909,0.880049,-1.308246
411,-0.62946,-0.070297,0.107445,-0.650833,-0.442223,128.604725,-0.196458,0.71366,-0.156958,-1.568687,0.147909,0.878743,-1.308246
412,-0.629837,-0.070265,0.107373,-0.575273,-0.474134,128.591778,-0.19647,0.713708,-0.156634,-1.568699,0.147909,0.877221,-1.308246
413,-0.629968,-0.070138,0.1074,-0.568629,-0.488227,128.580784,-0.196482,0.713696,-0.156358,-1.568592,0.147933,0.877125,-1.308246
414,-0.630058,-0.070017,0.107416,-0.56729,-0.497225,128.569221,-0.19647,0.713696,-0.156131,-1.568496,0.147921,0.877125,-1.308246
415,-0.63011,-0.069948,0.107418,-0.566224,-0.502717,128.5642,-0.196458,0.713708,-0.156011,-1.568448,0.147933,0.877101,-1.308234
416,-0.630152,-0.069884,0.107441,-0.56618,-0.508869,128.558785,-0.19647,0.713672,-0.155879,-1.568424,0.147945,0.877113,-1.308246
417,-0.630163,-0.069823,0.107421,-0.569145,-0.511404,128.553767,-0.19647,0.713684,-0.155771,-1.568436,0.147933,0.877113,-1.308246
418,-0.630198,-0.069742,0.107417,-0.57112,-0.516942,128.547929,-0.19647,0.713684,-0.155627,-1.568424,0.147945,0.877113,-1.308246
419,-0.630248,-0.069676,0.107423,-0.571027,-0.522701,128.541421,-0.196482,0.713684,-0.155484,-1.568376,0.147945,0.877113,-1.308258
420,-0.630351,-0.069602,0.107465,-0.566111,-0.531373,128.535197,-0.19647,0.713684,-0.15534,-1.568232,0.147969,0.877113,-1.308246
421,-0.630492,-0.069476,0.107517,-0.560565,-0.545232,128.524883,-0.196458,0.713672,-0.1551,-1.568064,0.148017,0.877101,-1.308246
422,-0.630678,-0.069324,0.107586,-0.555573,-0.564107,128.513476,-0.19647,0.713672,-0.154788,-1.567825,0.148113,0.877125,-1.308258
423,-0.630952,-0.069129,0.107689,-0.54319,-0.589276,128.49787,-0.19647,0.713672,-0.154381,-1.567465,0.148209,0.877101,-1.308246
424,-0.631519,-0.068731,0.107908,-0.515707,-0.635486,128.455057,-0.19647,0.71366,-0.153494,-1.566674,0.148221,0.877101,-1.308246
425,-0.631677,-0.068616,0.107966,-0.508851,-0.6491,128.443453,-0.196482,0.71366,-0.15323,-1.566458,0.148233,0.877101,-1.308246
426,-0.631893,-0.068416,0.108025,-0.501054,-0.668076,128.422775,-0.19647,0.713672,-0.152823,-1.566183,0.148233,0.877089,-1.308258
427,-0.632053,-0.06826,0.108058,-0.49715,-0.682714,128.408406,-0.196482,0.713696,-0.152487,-1.565979,0.148233,0.877089,-1.308246
428,-0.63216,-0.068131,0.108095,-0.493767,-0.694168,128.398508,-0.19647,0.713672,-0.152248,-1.565871,0.148245,0.877077,-1.308222
429,-0.632207,-0.068061,0.108097,-0.494011,-0.699319,128.392803,-0.196458,0.713684,-0.152128,-1.565823,0.148257,0.877077,-1.308222
430,-0.632263,-0.067915,0.108084,-0.497864,-0.708372,128.379989,-0.196458,0.713684,-0.151864,-1.565811,0.148257,0.877077,-1.308246
431,-0.632401,-0.067682,0.108083,-0.501249,-0.728438,128.364836,-0.196482,0.713696,-0.151421,-1.565727,0.148341,0.877053,-1.308246
432,-0.632619,-0.067424,0.108126,-0.495824,-0.756837,128.351055,-0.196482,0.713684,-0.150953,-1.565571,0.14852,0.876933,-1.308234
433,-0.632987,-0.067198,0.108163,-0.455416,-0.790471,128.325013,-0.19647,0.713684,-0.150402,-1.565344,0.148532,0.87625,-1.308246
434,-0.633707,-0.067178,0.108131,-0.309437,-0.848775,128.302976,-0.196458,0.713684,-0.149911,-1.565272,0.148532,0.87353,-1.308246
435,-0.634409,-0.067207,0.108077,-0.159764,-0.905856,128.286325,-0.19647,0.713696,-0.149479,-1.56526,0.148544,0.870689,-1.308234
436,-0.634878,-0.067098,0.107962,-0.07153,-0.946925,128.265469,-0.19647,0.713792,-0.148988,-1.565284,0.148544,0.868832,-1.308234
437,-0.635125,-0.067047,0.107759,-0.028487,-0.965037,128.254103,-0.196482,0.714068,-0.148712,-1.565284,0.148532,0.867717,-1.308234
438,-0.635107,-0.066977,0.107568,-0.04363,-0.961552,128.251977,-0.19647,0.714368,-0.148617,-1.565272,0.148544,0.867693,-1.308198
439,-0.63505,-0.067021,0.107373,-0.058882,-0.9537,128.255744,-0.196553,0.714667,-0.148617,-1.565284,0.148544,0.867681,-1.308222
440,-0.635022,-0.067084,0.107294,-0.065466,-0.94993,128.263846,-0.196649,0.714799,-0.148629,-1.565272,0.148544,0.867693,-1.308186
441,-0.635017,-0.067146,0.107266,-0.067682,-0.949725,128.269646,-0.196769,0.714847,-0.148605,-1.56526,0.148544,0.867693,-1.308186
442,-0.635004,-0.06724,0.107265,-0.067776,-0.95027,128.281428,-0.196913,0.714847,-0.148617,-1.565272,0.148568,0.867681,-1.30815
443,-0.635022,-0.067385,0.107297,-0.070614,-0.962808,128.313649,-0.197201,0.714835,-0.148629,-1.565272,0.148868,0.867681,-1.308078
444,-0.635022,-0.067448,0.107293,-0.072338,-0.963822,128.322402,-0.197308,0.714859,-0.148629,-1.565248,0.148904,0.867705,-1.308054
445,-0.635005,-0.067473,0.107289,-0.073994,-0.96432,128.325986,-0.197368,0.714847,-0.148617,-1.565284,0.148916,0.867705,-1.308054
446,-0.634998,-0.067473,0.107273,-0.074869,-0.96279,128.325391,-0.197356,0.714871,-0.148629,-1.565284,0.148904,0.867705,-1.308054
447,-0.63501,-0.067469,0.107285,-0.072943,-0.963521,128.32393,-0.197344,0.714859,-0.148629,-1.565272,0.148904,0.867693,-1.308066
448,-0.635,-0.067471,0.107274,-0.075024,-0.963294,128.326522,-0.197356,0.714871,-0.148629,-1.565284,0.148916,0.867705,-1.308042
449,-0.634988,-0.067476,0.107267,-0.075436,-0.962591,128.327192,-0.197356,0.714871,-0.148641,-1.565308,0.148916,0.867693,-1.308042
450,-0.634985,-0.067466,0.107263,-0.077398,-0.961985,128.326438,-0.197344,0.714883,-0.148641,-1.565296,0.148916,0.867729,-1.308042
451,-0.635001,-0.06747,0.107279,-0.074854,-0.962954,128.32696,-0.197344,0.714871,-0.148641,-1.565272,0.148916,0.867717,-1.30803
452,-0.635015,-0.067451,0.107281,-0.075175,-0.965955,128.327709,-0.197344,0.714871,-0.148617,-1.565272,0.148964,0.867705,-1.30803
453,-0.635134,-0.067279,0.107364,-0.082126,-0.999701,128.349172,-0.197261,0.714835,-0.148593,-1.565272,0.149719,0.867693,-1.308042
454,-0.635444,-0.066881,0.107524,-0.113142,-1.09716,128.429822,-0.197201,0.714871,-0.148545,-1.565272,0.15202,0.867705,-1.30803
455,-0.635984,-0.066238,0.107847,-0.160992,-1.264637,128.568996,-0.197117,0.714859,-0.148497,-1.565272,0.155951,0.867705,-1.30803
456,-0.636668,-0.065374,0.108241,-0.22211,-1.471413,128.730952,-0.196949,0.714859,-0.148365,-1.565248,0.160756,0.867729,-1.308054
457,-0.637917,-0.063689,0.108893,-0.337598,-1.846195,129.007044,-0.196721,0.714859,-0.147754,-1.565272,0.169193,0.867705,-1.308042
458,-0.638262,-0.06319,0.109053,-0.371869,-1.948955,129.078623,-0.196673,0.714871,-0.14749,-1.565284,0.171446,0.867705,-1.308018
459,-0.638679,-0.06258,0.109233,-0.410227,-2.067437,129.149875,-0.196649,0.714871,-0.147047,-1.565284,0.173915,0.867693,-1.30803
460,-0.638927,-0.062094,0.109276,-0.43268,-2.127872,129.156696,-0.196661,0.714871,-0.146399,-1.565272,0.174838,0.867693,-1.308042
461,-0.639018,-0.061781,0.109223,-0.444245,-2.145276,129.134026,-0.196661,0.714895,-0.145848,-1.565284,0.174838,0.867693,-1.30803
462,-0.639097,-0.061565,0.109198,-0.450415,-2.158627,129.117382,-0.196661,0.714907,-0.145465,-1.565272,0.17485,0.867681,-1.308042
463,-0.639139,-0.061406,0.109185,-0.455762,-2.167269,129.106215,-0.196649,0.714895,-0.145201,-1.565284,0.17485,0.867693,-1.30803
464,-0.639194,-0.061301,0.109176,-0.457626,-2.175584,129.098279,-0.196661,0.714907,-0.144997,-1.56526,0.174874,0.867669,-1.308042
465,-0.639345,-0.061044,0.109208,-0.464171,-2.207429,129.098497,-0.196649,0.714895,-0.14465,-1.565236,0.175317,0.867609,-1.308054
466,-0.639638,-0.060585,0.109322,-0.4926,-2.290778,129.14455,-0.196649,0.714895,-0.144254,-1.565248,0.176995,0.867597,-1.308054
467,-0.640434,-0.059539,0.109653,-0.54538,-2.492211,129.252101,-0.196673,0.714883,-0.143296,-1.565116,0.180926,0.867466,-1.308042
468,-0.640736,-0.059229,0.109755,-0.548854,-2.55357,129.277099,-0.196661,0.714895,-0.142972,-1.565008,0.182016,0.867262,-1.308054
469,-0.641156,-0.058864,0.109946,-0.556113,-2.646291,129.335435,-0.196661,0.714895,-0.142708,-1.564864,0.183862,0.86701,-1.30803
470,-0.642292,-0.058428,0.1103,-0.470052,-2.833875,129.435625,-0.196661,0.714895,-0.142289,-1.564529,0.187086,0.864877,-1.308042
471,-0.642637,-0.058536,0.110348,-0.397468,-2.85805,129.435484,-0.196661,0.714895,-0.142253,-1.564373,0.187133,0.863691,-1.30803
472,-0.64374,-0.058991,0.110413,-0.134657,-2.931606,129.432736,-0.196661,0.714883,-0.142229,-1.564121,0.187133,0.859185,-1.30803
473,-0.644284,-0.059276,0.110398,0.006616,-2.968159,129.434922,-0.196685,0.714895,-0.142265,-1.564109,0.187133,0.856644,-1.308042
474,-0.645146,-0.05963,0.110356,0.22639,-3.027694,129.432302,-0.196661,0.714919,-0.142229,-1.564121,0.187122,0.852629,-1.30803
475,-0.646183,-0.060096,0.110264,0.492185,-3.097646,129.431546,-0.196649,0.715027,-0.142229,-1.564133,0.187122,0.847716,-1.30803
476,-0.646447,-0.060212,0.11019,0.558176,-3.114382,129.43047,-0.196649,0.715135,-0.142217,-1.564133,0.187122,0.846421,-1.308042
477,-0.646566,-0.060253,0.110128,0.584241,-3.122022,129.430585,-0.196673,0.71523,-0.142169,-1.564121,0.187122,0.845858,-1.30803
478,-0.646593,-0.060145,0.110077,0.578663,-3.126425,129.421502,-0.196673,0.71529,-0.141977,-1.564121,0.18711,0.845846,-1.308042
479,-0.646678,-0.05986,0.110028,0.567981,-3.142345,129.402236,-0.196661,0.715326,-0.141498,-1.564121,0.187133,0.845846,-1.30803
480,-0.646782,-0.059503,0.109983,0.556357,-3.162658,129.375398,-0.196661,0.715326,-0.140875,-1.564145,0.187133,0.845834,-1.308042
481,-0.646911,-0.059093,0.109919,0.54113,-3.185359,129.344945,-0.196661,0.715374,-0.140156,-1.564121,0.187133,0.845858,-1.308042
482,-0.646987,-0.058719,0.109741,0.518732,-3.200887,129.317407,-0.196673,0.715578,-0.139497,-1.564145,0.187122,0.845846,-1.308054
483,-0.647028,-0.058487,0.109576,0.501632,-3.207925,129.302439,-0.196661,0.715806,-0.139113,-1.564133,0.187122,0.845834,-1.30803
484,-0.647023,-0.058334,0.109381,0.482128,-3.209464,129.293114,-0.196685,0.716069,-0.138837,-1.564157,0.187122,0.845834,-1.30803
485,-0.647025,-0.058236,0.109163,0.46335,-3.209014,129.288019,-0.196709,0.716417,-0.138658,-1.564121,0.187169,0.845822,-1.308054
486,-0.647026,-0.058223,0.109141,0.458444,-3.212312,129.292614,-0.196745,0.716453,-0.138622,-1.564133,0.187253,0.845834,-1.308042
487,-0.647104,-0.058146,0.109162,0.450619,-3.233237,129.308037,-0.196781,0.716489,-0.13855,-1.564109,0.187709,0.845834,-1.308054
488,-0.647296,-0.057914,0.109268,0.427194,-3.296756,129.365595,-0.196781,0.716513,-0.138514,-1.564133,0.189231,0.845834,-1.30803
489,-0.647793,-0.057262,0.109511,0.377834,-3.442657,129.469926,-0.196769,0.716537,-0.138142,-1.564133,0.192443,0.84581,-1.308042
490,-0.647939,-0.057049,0.109564,0.363804,-3.481176,129.489625,-0.196793,0.716549,-0.137915,-1.564109,0.193186,0.845822,-1.308042
491,-0.648204,-0.056565,0.109659,0.339285,-3.549694,129.509991,-0.196769,0.716525,-0.137375,-1.564097,0.194384,0.845834,-1.308054
492,-0.648594,-0.055937,0.10981,0.297353,-3.661983,129.572919,-0.196769,0.716537,-0.136812,-1.564121,0.196649,0.845822,-1.308042
493,-0.649002,-0.055319,0.109993,0.255241,-3.777066,129.640296,-0.196769,0.716537,-0.136285,-1.564109,0.198998,0.845846,-1.30803
494,-0.649434,-0.054648,0.110161,0.212162,-3.896759,129.703606,-0.196781,0.716549,-0.13565,-1.564109,0.201371,0.845822,-1.308042
495,-0.649823,-0.054031,0.110335,0.169243,-4.010821,129.770426,-0.196781,0.716537,-0.135122,-1.564145,0.203708,0.845822,-1.308042
496,-0.650123,-0.053565,0.110452,0.143632,-4.085825,129.801129,-0.196781,0.716537,-0.134619,-1.564085,0.205086,0.845834,-1.308042
497,-0.650284,-0.053236,0.110472,0.131023,-4.120325,129.797423,-0.196769,0.716549,-0.134152,-1.564049,0.205529,0.845822,-1.308042
498,-0.650406,-0.05298,0.110472,0.126848,-4.137939,129.777385,-0.196781,0.716549,-0.133672,-1.563978,0.205529,0.84581,-1.308042
499,-0.650553,-0.05273,0.110497,0.125815,-4.15694,129.756883,-0.196793,0.716537,-0.133193,-1.563858,0.205529,0.845798,-1.308042
500,-0.650777,-0.052525,0.110558,0.138881,-4.178237,129.736501,-0.196781,0.716537,-0.132773,-1.563618,0.205529,0.845654,-1.308042
501,-0.651135,-0.052385,0.110628,0.18344,-4.209158,129.715835,-0.196793,0.716537,-0.132342,-1.563354,0.205541,0.844959,-1.308066
502,-0.651878,-0.052476,0.110705,0.334893,-4.263951,129.699546,-0.196769,0.716525,-0.13203,-1.563091,0.205541,0.842383,-1.308054
503,-0.652553,-0.052595,0.110755,0.475401,-4.313803,129.68752,-0.196781,0.716537,-0.131767,-1.562875,0.205553,0.83995,-1.308054
504,-0.65291,-0.052458,0.110824,0.5204,-4.345431,129.670369,-0.196793,0.716537,-0.131347,-1.562623,0.205589,0.839231,-1.308042
505,-0.653256,-0.05227,0.110989,0.542551,-4.371861,129.646225,-0.196781,0.716537,-0.130916,-1.562096,0.205589,0.839195,-1.308054
506,-0.653717,-0.052114,0.111251,0.575905,-4.403454,129.621164,-0.196781,0.716525,-0.130484,-1.561317,0.205589,0.839207,-1.308054
507,-0.654158,-0.052088,0.111521,0.614,-4.429021,129.605946,-0.196805,0.716537,-0.130245,-1.560502,0.205589,0.839207,-1.308042
508,-0.654569,-0.052188,0.111806,0.656703,-4.447687,129.598254,-0.196829,0.716549,-0.130221,-1.559675,0.205589,0.839207,-1.308054
509,-0.65489,-0.052312,0.11205,0.692562,-4.461726,129.596029,-0.196877,0.716537,-0.130245,-1.559016,0.205589,0.839207,-1.308054
510,-0.655047,-0.052338,0.112162,0.70924,-4.469506,129.591324,-0.196889,0.716525,-0.130209,-1.558717,0.205577,0.839195,-1.308066
511,-0.655114,-0.05227,0.112171,0.709211,-4.475421,129.58613,-0.196889,0.716561,-0.130077,-1.558609,0.205589,0.839219,-1.308054
512,-0.65511,-0.052278,0.112166,0.708149,-4.475952,129.587296,-0.196925,0.716561,-0.130053,-1.558621,0.205589,0.839219,-1.308054
513,-0.655133,-0.052349,0.112186,0.71143,-4.47678,129.592484,-0.197021,0.716561,-0.130053,-1.558561,0.205577,0.839219,-1.308042
514,-0.655155,-0.052348,0.112198,0.713778,-4.478146,129.591657,-0.197021,0.716561,-0.130041,-1.558525,0.205577,0.839207,-1.308042
515,-0.655215,-0.052211,0.112197,0.711013,-4.486344,129.581338,-0.196997,0.716573,-0.129825,-1.558477,0.205589,0.839219,-1.308042
516,-0.655353,-0.051958,0.112226,0.709788,-4.504349,129.559591,-0.196997,0.716549,-0.129358,-1.558369,0.205577,0.839219,-1.308054
517,-0.65549,-0.051783,0.112249,0.71109,-4.519323,129.544895,-0.197009,0.716573,-0.12901,-1.558213,0.205589,0.839207,-1.308054
518,-0.655757,-0.051648,0.112392,0.72502,-4.543127,129.533509,-0.197009,0.716573,-0.128723,-1.557806,0.205721,0.839219,-1.308066
519,-0.656097,-0.051507,0.112588,0.733363,-4.587532,129.551139,-0.197009,0.716609,-0.128555,-1.55735,0.20644,0.839231,-1.308042
520,-0.656368,-0.051349,0.112698,0.719038,-4.64444,129.599165,-0.197021,0.716752,-0.128531,-1.557111,0.207758,0.839243,-1.308042
521,-0.656496,-0.051228,0.112745,0.701304,-4.684518,129.637697,-0.197033,0.716836,-0.128543,-1.557087,0.208777,0.839255,-1.308066
522,-0.656681,-0.051162,0.112738,0.699641,-4.70516,129.649479,-0.197033,0.717064,-0.128471,-1.556787,0.209196,0.839231,-1.308054
523,-0.656767,-0.05116,0.112769,0.706279,-4.708626,129.646345,-0.197021,0.717112,-0.128447,-1.556607,0.209196,0.839231,-1.308054
524,-0.656893,-0.051204,0.112819,0.716335,-4.713035,129.646577,-0.197045,0.717196,-0.128447,-1.55632,0.209208,0.839243,-1.308042
525,-0.656985,-0.051208,0.112883,0.72495,-4.717704,129.642133,-0.197033,0.717196,-0.128435,-1.55614,0.20922,0.839255,-1.308078
526,-0.657024,-0.051196,0.112904,0.725044,-4.721385,129.644885,-0.197021,0.71722,-0.128435,-1.556056,0.209292,0.839291,-1.308054
527,-0.657042,-0.051181,0.112916,0.721748,-4.72706,129.651231,-0.197021,0.717232,-0.128447,-1.556044,0.209448,0.839315,-1.308054
528,-0.657099,-0.051155,0.112936,0.714049,-4.745212,129.671002,-0.197081,0.717268,-0.128435,-1.556032,0.209892,0.839315,-1.308054
529,-0.657227,-0.051099,0.113021,0.699168,-4.784739,129.712597,-0.197189,0.717292,-0.128435,-1.555996,0.21085,0.839351,-1.308066
530,-0.657261,-0.05114,0.113059,0.703712,-4.78842,129.717801,-0.197237,0.717268,-0.128447,-1.555948,0.210898,0.839327,-1.308054
531,-0.657378,-0.051192,0.113133,0.714908,-4.793566,129.717828,-0.197285,0.717292,-0.128435,-1.555696,0.210898,0.839339,-1.308054
532,-0.657556,-0.051245,0.113269,0.734287,-4.80287,129.716422,-0.197296,0.71728,-0.128447,-1.555349,0.210934,0.839327,-1.308066
533,-0.657779,-0.05126,0.113418,0.755509,-4.813793,129.710379,-0.197285,0.717292,-0.128399,-1.554906,0.210934,0.839339,-1.308054
534,-0.658034,-0.051223,0.113582,0.777189,-4.829876,129.700074,-0.197285,0.71728,-0.128243,-1.55445,0.210946,0.839339,-1.308054
535,-0.658398,-0.051095,0.1138,0.800065,-4.854041,129.680214,-0.197273,0.717292,-0.12792,-1.553779,0.210958,0.839447,-1.308054
536,-0.658865,-0.050916,0.114111,0.827717,-4.885151,129.652321,-0.197261,0.717268,-0.127476,-1.552892,0.210946,0.839674,-1.308054
537,-0.659409,-0.050757,0.114431,0.864728,-4.920526,129.624692,-0.197261,0.717292,-0.127021,-1.551897,0.210958,0.839782,-1.308054
538,-0.659896,-0.05071,0.114777,0.903632,-4.947989,129.605661,-0.197249,0.71728,-0.126781,-1.550927,0.210958,0.839938,-1.308042
539,-0.660343,-0.050695,0.115068,0.943979,-4.972774,129.589373,-0.197237,0.717292,-0.126602,-1.550076,0.21097,0.83995,-1.308054
540,-0.660823,-0.050716,0.115428,0.990358,-4.997786,129.574022,-0.197213,0.717256,-0.126482,-1.549129,0.21097,0.84001,-1.308054
541,-0.661239,-0.050742,0.11575,1.02363,-5.017582,129.561083,-0.197201,0.717268,-0.126398,-1.548206,0.210982,0.840249,-1.308066
542,-0.661678,-0.050648,0.116028,1.059635,-5.046092,129.542164,-0.197189,0.717256,-0.126098,-1.547427,0.211006,0.840249,-1.308054
543,-0.662185,-0.050383,0.116317,1.085144,-5.095094,129.525724,-0.197177,0.717244,-0.125583,-1.546672,0.211366,0.840261,-1.308066
544,-0.662651,-0.049963,0.116534,1.086961,-5.161935,129.526793,-0.197177,0.717268,-0.124948,-1.546157,0.212204,0.840273,-1.308054
545,-0.663129,-0.049278,0.116744,1.052058,-5.276491,129.572174,-0.197165,0.71728,-0.124217,-1.545989,0.214278,0.840273,-1.308054
546,-0.663651,-0.048536,0.117032,1.000172,-5.427076,129.663927,-0.197165,0.717244,-0.123629,-1.545977,0.21737,0.840249,-1.308054
547,-0.664182,-0.047848,0.117309,0.956123,-5.564898,129.742415,-0.197153,0.717256,-0.123054,-1.545833,0.220138,0.840249,-1.308054
548,-0.664766,-0.047182,0.11766,0.909666,-5.71891,129.843517,-0.197153,0.717244,-0.122599,-1.545666,0.223362,0.840249,-1.308054
549,-0.665219,-0.046787,0.117906,0.898335,-5.804925,129.881496,-0.197153,0.717268,-0.122191,-1.545294,0.224908,0.840237,-1.308054
550,-0.665544,-0.046653,0.118071,0.917336,-5.831742,129.868277,-0.197165,0.717304,-0.121868,-1.544767,0.225028,0.840225,-1.308054
551,-0.665784,-0.046605,0.118206,0.935237,-5.846225,129.856316,-0.197165,0.71734,-0.1217,-1.544311,0.225028,0.840249,-1.308066
552,-0.666034,-0.046526,0.118262,0.948991,-5.860801,129.843246,-0.197177,0.717495,-0.12146,-1.543844,0.225028,0.840225,-1.308066
553,-0.666265,-0.046371,0.118208,0.951353,-5.873383,129.827223,-0.197153,0.717807,-0.121149,-1.543389,0.22504,0.840225,-1.308054
554,-0.666645,-0.045925,0.117967,0.942711,-5.90249,129.788535,-0.197189,0.71843,-0.120226,-1.542801,0.22504,0.84007,-1.308054
