image_number,x,y,z,roll,pith,yaw,j1,j2,j3,j4,j5,j6,j7
186,-0.564868,-0.100859,0.119062,8.631866,-1.306392,-132.561749,-0.283175,0.649533,-0.177199,-1.601237,-0.050502,0.937202,0.433493
187,-0.565078,-0.101219,0.118899,8.642484,-1.274171,-132.834182,-0.283319,0.650396,-0.177223,-1.600242,-0.050502,0.937214,0.428628
188,-0.565278,-0.101637,0.118711,8.655314,-1.22578,-133.202418,-0.283499,0.651366,-0.177211,-1.599151,-0.050502,0.937238,0.422072
189,-0.565468,-0.102106,0.118564,8.66792,-1.166619,-133.670099,-0.283667,0.652313,-0.177199,-1.598001,-0.050502,0.937262,0.413779
190,-0.565516,-0.102559,0.11849,8.682515,-1.094456,-134.165335,-0.283835,0.653008,-0.177235,-1.597126,-0.050478,0.937406,0.404899
191,-0.565481,-0.102956,0.118443,8.695989,-1.028878,-134.61763,-0.283954,0.653488,-0.177319,-1.596551,-0.050466,0.937465,0.396774
192,-0.565446,-0.10334,0.118483,8.704899,-0.989466,-134.943251,-0.284062,0.653727,-0.177535,-1.596131,-0.050418,0.937477,0.390757
193,-0.56556,-0.103831,0.118621,8.710952,-0.98523,-135.117607,-0.284266,0.653955,-0.177894,-1.595412,-0.050358,0.937585,0.38721
194,-0.565632,-0.104249,0.118858,8.734591,-0.965826,-135.183889,-0.284314,0.654231,-0.178457,-1.594418,-0.050262,0.938568,0.385448
195,-0.56548,-0.104544,0.11928,8.79989,-0.8711,-135.143734,-0.284338,0.65459,-0.179116,-1.592943,-0.050202,0.941696,0.385281
196,-0.565567,-0.104881,0.119638,8.85103,-0.811611,-135.107236,-0.284386,0.655118,-0.179632,-1.59123,-0.050214,0.944237,0.385293
197,-0.56585,-0.105375,0.119818,8.886496,-0.796913,-135.075583,-0.284506,0.655908,-0.180183,-1.589468,-0.050214,0.945723,0.385269
198,-0.566172,-0.105847,0.11993,8.925546,-0.772865,-135.043898,-0.284626,0.656915,-0.180674,-1.587527,-0.050214,0.947352,0.385293
199,-0.566604,-0.106413,0.119987,8.958686,-0.764319,-135.013316,-0.284841,0.658078,-0.181142,-1.585429,-0.050214,0.948683,0.385281
200,-0.566985,-0.106893,0.119968,9.006658,-0.723748,-134.984616,-0.284961,0.659516,-0.181609,-1.58314,-0.050202,0.950552,0.385269
201,-0.567246,-0.107214,0.119989,9.06644,-0.642711,-134.95743,-0.285057,0.66093,-0.181921,-1.580839,-0.050214,0.953189,0.385281
202,-0.567525,-0.107458,0.12012,9.128435,-0.536823,-134.930552,-0.285237,0.66232,-0.182029,-1.578287,-0.050214,0.956508,0.385281
203,-0.567911,-0.107708,0.120226,9.188589,-0.432054,-134.907216,-0.28544,0.66389,-0.182053,-1.57547,-0.050214,0.959876,0.385281
204,-0.568307,-0.107998,0.120306,9.242375,-0.342093,-134.884769,-0.28568,0.6654,-0.182089,-1.572798,-0.050214,0.962872,0.385257
205,-0.568703,-0.108259,0.120292,9.297927,-0.246566,-134.861423,-0.28592,0.667066,-0.182077,-1.570125,-0.050214,0.96582,0.385293
206,-0.569027,-0.108551,0.120273,9.350008,-0.155243,-134.834414,-0.286243,0.668588,-0.182077,-1.567717,-0.050202,0.968553,0.385293
207,-0.569388,-0.108937,0.12027,9.399022,-0.077375,-134.80352,-0.286651,0.670086,-0.182112,-1.565272,-0.050214,0.971105,0.385293
208,-0.569621,-0.109318,0.120285,9.45232,0.019314,-134.762598,-0.28719,0.671476,-0.1821,-1.563007,-0.050214,0.973922,0.385305
209,-0.569973,-0.109788,0.120392,9.488544,0.077749,-134.724957,-0.287777,0.672638,-0.1821,-1.56079,-0.050214,0.976175,0.385281
210,-0.570291,-0.110334,0.120613,9.519301,0.136438,-134.67216,-0.288556,0.673585,-0.182089,-1.558645,-0.050142,0.978547,0.385269
211,-0.570793,-0.111005,0.120858,9.531278,0.141807,-134.624628,-0.289359,0.674412,-0.1821,-1.556499,-0.05013,0.980045,0.385293
212,-0.5714,-0.111788,0.121126,9.519251,0.095019,-134.581031,-0.290258,0.674951,-0.1821,-1.554654,-0.05013,0.980513,0.385293
213,-0.572033,-0.112515,0.121342,9.499675,0.031567,-134.547146,-0.291037,0.675443,-0.1821,-1.553,-0.05013,0.980513,0.385293
214,-0.572593,-0.113164,0.121607,9.479577,-0.030246,-134.51631,-0.291732,0.67573,-0.1821,-1.551574,-0.050142,0.980513,0.385305
215,-0.572925,-0.113681,0.121848,9.46228,-0.07402,-134.484888,-0.292379,0.675754,-0.182089,-1.550735,-0.05013,0.980501,0.385305
216,-0.573105,-0.114142,0.121991,9.452475,-0.101066,-134.451304,-0.293015,0.67579,-0.182089,-1.550196,-0.05013,0.980501,0.385317
217,-0.573099,-0.11445,0.122016,9.450267,-0.106231,-134.421655,-0.29353,0.675802,-0.182077,-1.550088,-0.05013,0.980501,0.385341
218,-0.573056,-0.114651,0.121968,9.451004,-0.103088,-134.399767,-0.293889,0.675886,-0.182077,-1.550088,-0.050106,0.980477,0.385353
219,-0.573013,-0.114728,0.121892,9.454376,-0.09659,-134.389858,-0.294033,0.676006,-0.182089,-1.550112,-0.050094,0.980465,0.385365
220,-0.573053,-0.114693,0.121846,9.449626,-0.095233,-134.388283,-0.294021,0.676102,-0.182053,-1.550088,-0.049998,0.980393,0.385389
221,-0.573193,-0.114554,0.121836,9.420009,-0.086132,-134.371888,-0.294021,0.67621,-0.181981,-1.550064,-0.049363,0.980309,0.385365
222,-0.573369,-0.114377,0.121856,9.37504,-0.072204,-134.335342,-0.294033,0.676306,-0.181981,-1.550088,-0.048321,0.980213,0.385377
223,-0.573572,-0.114196,0.121841,9.329505,-0.05875,-134.300332,-0.294033,0.676485,-0.181969,-1.550064,-0.047266,0.980069,0.385389
224,-0.573572,-0.114192,0.1218,9.330038,-0.056822,-134.300648,-0.294021,0.676557,-0.181981,-1.550064,-0.047242,0.980033,0.385377
225,-0.573582,-0.114196,0.121698,9.331751,-0.055778,-134.30349,-0.294021,0.676725,-0.181969,-1.550052,-0.047254,0.979902,0.385365
226,-0.573575,-0.114234,0.121637,9.334601,-0.055765,-134.300268,-0.294045,0.676833,-0.182005,-1.55004,-0.047266,0.97983,0.385389
227,-0.573624,-0.114244,0.121616,9.331298,-0.060871,-134.302652,-0.294045,0.676893,-0.181993,-1.54998,-0.047242,0.979722,0.385365
228,-0.573791,-0.114304,0.121627,9.319433,-0.091361,-134.307754,-0.294033,0.676917,-0.181981,-1.549824,-0.047254,0.979278,0.385389
229,-0.574108,-0.114435,0.121667,9.294442,-0.153087,-134.317885,-0.294021,0.676905,-0.181981,-1.549573,-0.047254,0.978368,0.385389
230,-0.57447,-0.114587,0.121719,9.268362,-0.2175,-134.32678,-0.294021,0.676941,-0.181981,-1.549201,-0.047242,0.977481,0.385401
231,-0.574694,-0.114689,0.121848,9.25995,-0.242943,-134.332913,-0.294033,0.676965,-0.181981,-1.548722,-0.047266,0.977457,0.385353
232,-0.575079,-0.114806,0.122051,9.244145,-0.281553,-134.338582,-0.294021,0.677037,-0.181945,-1.547919,-0.047254,0.977457,0.385377
233,-0.575188,-0.114842,0.12209,9.239882,-0.291599,-134.339849,-0.294033,0.677085,-0.181921,-1.547691,-0.047254,0.977445,0.385389
234,-0.575344,-0.114903,0.12216,9.235167,-0.305774,-134.342631,-0.294033,0.677156,-0.181921,-1.547331,-0.047254,0.977469,0.385377
235,-0.575544,-0.114983,0.122199,9.229888,-0.323383,-134.346548,-0.294033,0.677324,-0.181921,-1.546876,-0.047254,0.977433,0.385365
236,-0.575773,-0.115074,0.122243,9.225035,-0.341291,-134.349998,-0.294033,0.67754,-0.181921,-1.546325,-0.047254,0.977445,0.385365
237,-0.576005,-0.115157,0.122316,9.218142,-0.362888,-134.353521,-0.294021,0.677684,-0.181921,-1.545809,-0.047254,0.977421,0.385377
238,-0.576263,-0.115262,0.12239,9.205632,-0.396853,-134.358024,-0.294021,0.677768,-0.181921,-1.545366,-0.047254,0.977145,0.385389
239,-0.576827,-0.115514,0.122411,9.160898,-0.509867,-134.376059,-0.294021,0.677804,-0.181921,-1.544959,-0.047266,0.975372,0.385389
240,-0.577723,-0.115944,0.12236,9.078059,-0.71504,-134.407619,-0.294033,0.677768,-0.181945,-1.544671,-0.047266,0.971788,0.385365
241,-0.578544,-0.116319,0.12231,9.002954,-0.9022,-134.437121,-0.294021,0.677744,-0.181957,-1.544407,-0.047278,0.968517,0.385365
242,-0.579286,-0.116685,0.122337,8.942812,-1.059671,-134.459153,-0.294033,0.677756,-0.181993,-1.54394,-0.047314,0.966,0.385377
243,-0.57987,-0.116971,0.122426,8.906229,-1.175887,-134.482764,-0.294021,0.677768,-0.181981,-1.543353,-0.047518,0.964418,0.385401
244,-0.580219,-0.117122,0.122637,8.889966,-1.220644,-134.488424,-0.294021,0.677756,-0.182005,-1.542682,-0.047518,0.964262,0.385377
245,-0.580486,-0.117221,0.122804,8.87923,-1.249911,-134.493476,-0.294021,0.677768,-0.181993,-1.542118,-0.04753,0.964262,0.385365
246,-0.580598,-0.117277,0.12285,8.874898,-1.266537,-134.495085,-0.294033,0.67778,-0.181981,-1.541915,-0.047578,0.964154,0.385401
247,-0.580702,-0.117338,0.122829,8.866069,-1.293965,-134.502316,-0.294033,0.67778,-0.181981,-1.541903,-0.047625,0.963651,0.385377
248,-0.58108,-0.117623,0.122703,8.837373,-1.411687,-134.530441,-0.294033,0.677768,-0.182005,-1.541939,-0.047997,0.961482,0.385401
249,-0.58169,-0.118042,0.122545,8.790118,-1.588433,-134.572533,-0.294033,0.677756,-0.182029,-1.541915,-0.048476,0.95827,0.385401
250,-0.582201,-0.11828,0.122468,8.739358,-1.716841,-134.595234,-0.294021,0.677708,-0.182029,-1.541927,-0.048512,0.955861,0.385377
251,-0.582742,-0.118522,0.122366,8.686601,-1.846384,-134.615079,-0.294021,0.677732,-0.182017,-1.541891,-0.048512,0.953405,0.385389
252,-0.583225,-0.118748,0.122307,8.638811,-1.962585,-134.631415,-0.294033,0.677708,-0.182017,-1.541855,-0.0485,0.951247,0.385389
253,-0.583834,-0.119018,0.122264,8.57913,-2.108964,-134.654217,-0.294021,0.677636,-0.182017,-1.541795,-0.0485,0.948587,0.385377
254,-0.584487,-0.119317,0.122209,8.513867,-2.267518,-134.674607,-0.294021,0.677564,-0.182029,-1.541759,-0.048476,0.945675,0.385401
255,-0.585073,-0.11956,0.122148,8.455984,-2.403958,-134.693819,-0.294021,0.67754,-0.182005,-1.541699,-0.04844,0.943146,0.385413
256,-0.585805,-0.119853,0.122069,8.381855,-2.578449,-134.719959,-0.293997,0.67748,-0.181981,-1.541687,-0.048392,0.939874,0.385413
257,-0.586452,-0.120097,0.122042,8.312368,-2.723182,-134.731547,-0.293997,0.67742,-0.181993,-1.541639,-0.048165,0.937178,0.385424
258,-0.587051,-0.120376,0.121959,8.252708,-2.870523,-134.751855,-0.293997,0.677396,-0.182005,-1.541639,-0.048153,0.934398,0.385424
259,-0.587517,-0.120575,0.121966,8.210309,-2.973642,-134.765144,-0.294009,0.67736,-0.181981,-1.541483,-0.048153,0.932624,0.385448
260,-0.587581,-0.120607,0.122006,8.208181,-2.980924,-134.765433,-0.294009,0.677372,-0.181993,-1.541339,-0.048153,0.932624,0.385448
261,-0.587715,-0.12065,0.122096,8.201792,-2.995115,-134.763258,-0.294009,0.677372,-0.181993,-1.541064,-0.048129,0.932636,0.385496
262,-0.587942,-0.120723,0.122242,8.189875,-3.019325,-134.763688,-0.294009,0.677372,-0.181993,-1.54062,-0.048069,0.932612,0.385496
263,-0.588171,-0.120815,0.122368,8.179626,-3.048406,-134.766041,-0.294009,0.677384,-0.181993,-1.540189,-0.048081,0.932492,0.38552
264,-0.588579,-0.121009,0.122367,8.147908,-3.130877,-134.776668,-0.294021,0.677456,-0.182005,-1.539913,-0.048081,0.931138,0.38552
265,-0.589347,-0.121387,0.122286,8.07414,-3.318867,-134.800293,-0.294021,0.677432,-0.182053,-1.539853,-0.048081,0.927662,0.385532
266,-0.59014,-0.121839,0.122192,7.997441,-3.521123,-134.822544,-0.294045,0.677408,-0.182172,-1.539829,-0.048081,0.923899,0.38552
267,-0.590791,-0.122287,0.122123,7.938636,-3.690413,-134.833766,-0.294057,0.677444,-0.182412,-1.539722,-0.048069,0.920831,0.385532
268,-0.591064,-0.122505,0.122203,7.913997,-3.750813,-134.82326,-0.294069,0.677432,-0.18264,-1.539506,-0.047877,0.919945,0.385544
269,-0.591136,-0.122758,0.122313,7.914716,-3.769962,-134.803264,-0.294141,0.677468,-0.182975,-1.539194,-0.047769,0.919945,0.385532
270,-0.591233,-0.123137,0.122468,7.919965,-3.800628,-134.778949,-0.294261,0.677504,-0.183419,-1.538739,-0.047757,0.919933,0.385544
271,-0.591408,-0.12368,0.122684,7.927389,-3.844147,-134.748607,-0.294453,0.677612,-0.183994,-1.537984,-0.047769,0.919957,0.385532
272,-0.591727,-0.124261,0.123045,7.923161,-3.904242,-134.714472,-0.294656,0.677624,-0.184569,-1.536989,-0.047685,0.919981,0.385532
273,-0.592158,-0.124856,0.123452,7.902145,-3.969192,-134.670356,-0.295028,0.677624,-0.184989,-1.535887,-0.047422,0.919945,0.385556
274,-0.592624,-0.125475,0.123885,7.890405,-4.042415,-134.643684,-0.295339,0.677636,-0.185384,-1.534616,-0.047422,0.919957,0.385532
275,-0.593042,-0.125994,0.124236,7.879578,-4.104279,-134.619752,-0.295615,0.677696,-0.185684,-1.53349,-0.047422,0.919969,0.385556
276,-0.593451,-0.126536,0.124484,7.877369,-4.16224,-134.59979,-0.295807,0.677983,-0.186103,-1.532279,-0.047434,0.919957,0.385532
277,-0.593748,-0.127152,0.124609,7.888253,-4.214276,-134.571579,-0.295939,0.678439,-0.186774,-1.531177,-0.047446,0.919873,0.385532
278,-0.594042,-0.127747,0.124575,7.898023,-4.265755,-134.546075,-0.29607,0.679086,-0.18741,-1.530182,-0.047434,0.919489,0.385532
279,-0.594691,-0.128635,0.124385,7.879012,-4.403919,-134.525135,-0.29631,0.679973,-0.188129,-1.52908,-0.047434,0.917368,0.385532
280,-0.595497,-0.12957,0.124142,7.850892,-4.571583,-134.511138,-0.296478,0.680991,-0.188884,-1.527857,-0.047434,0.914695,0.385544
281,-0.596293,-0.130406,0.123967,7.833837,-4.714371,-134.502109,-0.296514,0.682082,-0.189639,-1.526359,-0.047434,0.912706,0.385544
282,-0.597102,-0.131157,0.123808,7.81315,-4.856366,-134.501449,-0.296514,0.683101,-0.190274,-1.524921,-0.047458,0.910705,0.385532
283,-0.597796,-0.131759,0.123661,7.797036,-4.968228,-134.501461,-0.296526,0.684023,-0.190741,-1.523627,-0.047482,0.909171,0.385544
284,-0.598174,-0.132303,0.123561,7.812412,-5.013646,-134.486348,-0.296538,0.684946,-0.191352,-1.522332,-0.047494,0.908943,0.385544
285,-0.598396,-0.132842,0.123478,7.83601,-5.044031,-134.46315,-0.296538,0.685749,-0.192083,-1.521254,-0.047482,0.908931,0.385544
286,-0.598609,-0.133345,0.123364,7.85962,-5.069394,-134.443919,-0.29655,0.686576,-0.192742,-1.520211,-0.047482,0.908931,0.38552
287,-0.598742,-0.133782,0.123305,7.877949,-5.09027,-134.421571,-0.296634,0.687139,-0.19327,-1.519456,-0.047494,0.908943,0.385544
288,-0.598864,-0.134131,0.123281,7.88965,-5.109936,-134.404698,-0.296718,0.687547,-0.193665,-1.518857,-0.047494,0.908919,0.385544
289,-0.598938,-0.134594,0.123297,7.91069,-5.135471,-134.37998,-0.296718,0.687954,-0.194372,-1.51821,-0.047482,0.908931,0.385532
290,-0.59907,-0.135154,0.123379,7.931195,-5.172496,-134.34955,-0.296742,0.688362,-0.195175,-1.517383,-0.04747,0.908943,0.385544
291,-0.599213,-0.135686,0.123405,7.952199,-5.204797,-134.322957,-0.296778,0.688865,-0.195906,-1.516532,-0.04747,0.908955,0.385544
292,-0.599382,-0.136224,0.123416,7.970712,-5.237237,-134.296413,-0.296873,0.689404,-0.196565,-1.515645,-0.04747,0.908943,0.385544
293,-0.599588,-0.136764,0.123353,7.993047,-5.268298,-134.273407,-0.296921,0.690135,-0.197249,-1.514627,-0.047482,0.908919,0.385544
294,-0.599876,-0.137329,0.123272,8.011281,-5.300007,-134.248023,-0.297041,0.690998,-0.19786,-1.513416,-0.047446,0.908919,0.385556
295,-0.600186,-0.137866,0.123149,8.025957,-5.325155,-134.226748,-0.297293,0.691909,-0.198255,-1.512194,-0.047446,0.908943,0.385544
296,-0.600655,-0.138455,0.123038,8.030669,-5.358674,-134.205531,-0.297712,0.69294,-0.198459,-1.510672,-0.047434,0.908931,0.385532
297,-0.601044,-0.139013,0.122929,8.031178,-5.382399,-134.179911,-0.2983,0.693815,-0.198483,-1.509389,-0.047434,0.908955,0.385532
298,-0.601407,-0.139615,0.122775,8.0325,-5.402297,-134.147601,-0.298983,0.694749,-0.198495,-1.508131,-0.047422,0.908967,0.385556
299,-0.601673,-0.140199,0.122636,8.034654,-5.416664,-134.115895,-0.299702,0.695528,-0.198495,-1.507112,-0.047422,0.908979,0.38552
300,-0.601881,-0.140609,0.122395,8.041922,-5.418397,-134.092335,-0.300193,0.696379,-0.198495,-1.506262,-0.047422,0.909003,0.385556
301,-0.602009,-0.140884,0.122173,8.047027,-5.412154,-134.072991,-0.300553,0.697062,-0.198495,-1.505686,-0.04735,0.909039,0.385568
302,-0.602092,-0.141011,0.122065,8.035514,-5.400874,-134.046276,-0.300828,0.697422,-0.198495,-1.505447,-0.046966,0.909063,0.385544
303,-0.602201,-0.141082,0.122028,8.022619,-5.397837,-134.026391,-0.300984,0.69765,-0.198495,-1.505219,-0.046643,0.909063,0.385556
304,-0.602276,-0.141135,0.122095,8.009253,-5.397647,-134.009644,-0.301128,0.69765,-0.198483,-1.505087,-0.046379,0.909135,0.385544
305,-0.602232,-0.141106,0.122078,8.013397,-5.383575,-134.006115,-0.301128,0.697697,-0.198483,-1.505075,-0.046343,0.909362,0.385556
306,-0.602216,-0.141104,0.122074,8.015649,-5.378268,-134.00277,-0.30114,0.697721,-0.198483,-1.505051,-0.046343,0.90947,0.385592
307,-0.602187,-0.141093,0.12205,8.018755,-5.371221,-134.00354,-0.30114,0.697757,-0.198483,-1.505063,-0.046343,0.909554,0.385568
308,-0.602131,-0.141111,0.121995,8.025815,-5.357145,-133.999537,-0.3012,0.697865,-0.198483,-1.505039,-0.046355,0.909746,0.385568
309,-0.602007,-0.141091,0.121968,8.03716,-5.328152,-133.992174,-0.30126,0.697925,-0.198483,-1.505051,-0.046343,0.910225,0.385568
310,-0.60189,-0.141124,0.121957,8.047605,-5.303783,-133.982374,-0.301379,0.697961,-0.198495,-1.505051,-0.046343,0.910657,0.385556
311,-0.601816,-0.141148,0.12199,8.047074,-5.280443,-133.96024,-0.301535,0.697961,-0.198507,-1.505039,-0.046139,0.911076,0.385592
312,-0.60184,-0.141189,0.122008,8.034678,-5.276466,-133.937305,-0.301679,0.697973,-0.198519,-1.505039,-0.045852,0.911088,0.385652
313,-0.60189,-0.141243,0.12204,8.015103,-5.271658,-133.907152,-0.301895,0.697985,-0.198507,-1.505027,-0.045432,0.911088,0.3857
314,-0.601964,-0.14129,0.122068,7.986952,-5.260678,-133.868248,-0.302158,0.698045,-0.198507,-1.505003,-0.044773,0.911112,0.385688
315,-0.601989,-0.141301,0.122062,7.963722,-5.236968,-133.829278,-0.30241,0.698153,-0.198495,-1.505003,-0.044114,0.911304,0.385676
316,-0.60194,-0.141301,0.122069,7.962883,-5.21808,-133.814969,-0.302494,0.698189,-0.198519,-1.504991,-0.043922,0.911604,0.385664
317,-0.601921,-0.141268,0.122103,7.947033,-5.179951,-133.775432,-0.302698,0.698285,-0.198519,-1.504919,-0.043287,0.912167,0.385676
318,-0.601944,-0.141304,0.1221,7.938402,-5.176991,-133.761477,-0.302818,0.698321,-0.198507,-1.504907,-0.043095,0.912155,0.385688
319,-0.602042,-0.141275,0.122138,7.902942,-5.16133,-133.718801,-0.303009,0.698381,-0.198519,-1.504907,-0.042245,0.912203,0.385676
320,-0.60222,-0.141142,0.12222,7.835861,-5.122484,-133.639014,-0.303309,0.698488,-0.198507,-1.504907,-0.040591,0.912454,0.385676
321,-0.602263,-0.140966,0.122292,7.775689,-5.037676,-133.536668,-0.303716,0.698704,-0.198519,-1.504871,-0.038673,0.913461,0.385688
322,-0.602054,-0.140702,0.122356,7.749666,-4.883479,-133.430704,-0.30416,0.699064,-0.198507,-1.504668,-0.036876,0.915834,0.385676
323,-0.60192,-0.140397,0.122414,7.714547,-4.701765,-133.300432,-0.304639,0.699699,-0.198543,-1.504152,-0.034587,0.918686,0.385688
324,-0.601953,-0.140193,0.122368,7.670724,-4.536206,-133.169611,-0.305202,0.700646,-0.198567,-1.503373,-0.032202,0.921167,0.385664
325,-0.60216,-0.140361,0.122302,7.663311,-4.430381,-133.080957,-0.305742,0.701856,-0.198687,-1.501875,-0.030884,0.923276,0.385676
326,-0.602542,-0.140911,0.122209,7.707523,-4.354863,-133.036395,-0.306341,0.703582,-0.198818,-1.499227,-0.030716,0.925757,0.385676
327,-0.602644,-0.141142,0.122196,7.757949,-4.236763,-132.996605,-0.306772,0.704876,-0.19883,-1.497178,-0.030512,0.928801,0.385676
328,-0.602701,-0.141244,0.122264,7.822104,-4.008218,-132.912221,-0.30736,0.706734,-0.198842,-1.494229,-0.029589,0.934146,0.385664
329,-0.602632,-0.141074,0.122287,7.882516,-3.711433,-132.802016,-0.307875,0.708771,-0.198854,-1.491353,-0.028019,0.94039,0.385652
330,-0.602603,-0.141192,0.122218,7.977686,-3.432603,-132.713599,-0.308522,0.711156,-0.198878,-1.487926,-0.027204,0.946705,0.385652
331,-0.602553,-0.141713,0.122016,8.196531,-2.987372,-132.610704,-0.309685,0.715518,-0.198866,-1.481454,-0.027156,0.957563,0.385676
332,-0.602502,-0.141836,0.12197,8.270492,-2.834858,-132.579706,-0.310032,0.716896,-0.198842,-1.479381,-0.027156,0.961242,0.385664
333,-0.602486,-0.142081,0.12193,8.391987,-2.591446,-132.527332,-0.310583,0.719221,-0.198854,-1.475774,-0.027156,0.967318,0.385664
334,-0.602594,-0.14233,0.121965,8.521738,-2.334526,-132.477156,-0.311087,0.721798,-0.198866,-1.471543,-0.027156,0.974041,0.385652
335,-0.602845,-0.142547,0.12202,8.633473,-2.117983,-132.439481,-0.311446,0.724231,-0.198866,-1.467445,-0.027156,0.979998,0.385652
336,-0.603586,-0.142948,0.122264,8.762183,-1.884331,-132.402061,-0.311842,0.727538,-0.198854,-1.461285,-0.02718,0.987536,0.385664
337,-0.603887,-0.143105,0.122322,8.778036,-1.863201,-132.397492,-0.311926,0.728269,-0.198866,-1.459859,-0.027168,0.988686,0.385664
338,-0.604352,-0.14333,0.122389,8.793794,-1.847629,-132.396059,-0.312033,0.729252,-0.198854,-1.457929,-0.027168,0.989992,0.385652
339,-0.605115,-0.143723,0.122551,8.777358,-1.908668,-132.401364,-0.312165,0.730031,-0.198854,-1.455952,-0.027168,0.990088,0.385664
340,-0.605213,-0.143784,0.122615,8.773607,-1.919017,-132.400098,-0.312201,0.730055,-0.198854,-1.455712,-0.027168,0.990112,0.385676
341,-0.605429,-0.143869,0.122788,8.762635,-1.946145,-132.403286,-0.312201,0.730007,-0.198854,-1.455269,-0.027168,0.990088,0.385676
342,-0.605497,-0.143908,0.122833,8.759653,-1.953766,-132.403454,-0.312213,0.730019,-0.198866,-1.455113,-0.027156,0.990088,0.385664
343,-0.605648,-0.143935,0.122906,8.752837,-1.967502,-132.408518,-0.312213,0.730055,-0.198807,-1.454801,-0.027168,0.990088,0.385664
344,-0.605712,-0.143936,0.122908,8.750467,-1.96997,-132.411242,-0.312213,0.730127,-0.198771,-1.454657,-0.027156,0.9901,0.385652
345,-0.605783,-0.143982,0.122962,8.747968,-1.97924,-132.411611,-0.312225,0.730127,-0.198783,-1.45449,-0.027168,0.9901,0.385652
346,-0.605794,-0.143979,0.122954,8.747759,-1.979089,-132.412296,-0.312225,0.730151,-0.198771,-1.454466,-0.027168,0.9901,0.385652
347,-0.60579,-0.143985,0.122944,8.748847,-1.978129,-132.411807,-0.312225,0.730175,-0.198783,-1.454454,-0.027168,0.990112,0.385652
348,-0.605856,-0.14402,0.12291,8.749528,-1.981178,-132.414228,-0.312225,0.730331,-0.198795,-1.454262,-0.027168,0.9901,0.385628
349,-0.605876,-0.144036,0.122911,8.748924,-1.983362,-132.412631,-0.312237,0.730354,-0.198795,-1.454214,-0.027168,0.990088,0.385652
350,-0.605906,-0.144101,0.122892,8.749017,-1.985113,-132.407843,-0.312309,0.73045,-0.198807,-1.454094,-0.027156,0.990088,0.385664
351,-0.605992,-0.144228,0.122878,8.747557,-1.99131,-132.400569,-0.312453,0.730618,-0.198807,-1.453819,-0.027144,0.990088,0.385676
352,-0.606082,-0.144387,0.122833,8.747,-1.995752,-132.394378,-0.312657,0.730858,-0.198783,-1.453495,-0.027144,0.990088,0.38564
353,-0.606253,-0.144575,0.122763,8.74486,-2.002801,-132.383778,-0.312848,0.731265,-0.198795,-1.452956,-0.027073,0.9901,0.385652
354,-0.60658,-0.144727,0.122688,8.731451,-2.013613,-132.372751,-0.31298,0.731853,-0.198795,-1.452141,-0.026785,0.990088,0.385652
355,-0.607054,-0.144922,0.122679,8.716207,-2.040297,-132.368662,-0.313064,0.732512,-0.198795,-1.450966,-0.026569,0.990088,0.385664
356,-0.607552,-0.145174,0.122695,8.709464,-2.07626,-132.376077,-0.313124,0.733183,-0.198807,-1.449636,-0.026581,0.990112,0.38564
357,-0.608126,-0.145486,0.122709,8.701553,-2.117752,-132.382133,-0.31322,0.733974,-0.19883,-1.44809,-0.026581,0.990136,0.385616
358,-0.608692,-0.145854,0.122712,8.693171,-2.159812,-132.382257,-0.313424,0.734777,-0.19883,-1.446544,-0.026593,0.990136,0.385616
359,-0.609293,-0.14628,0.122638,8.686908,-2.198339,-132.379318,-0.313699,0.735795,-0.19883,-1.44483,-0.026581,0.99016,0.385604
360,-0.609818,-0.146721,0.122551,8.691023,-2.216673,-132.376777,-0.314023,0.736898,-0.198854,-1.443045,-0.026581,0.990556,0.385484
361,-0.610197,-0.147154,0.122409,8.714913,-2.192119,-132.357012,-0.314442,0.738204,-0.19889,-1.441127,-0.026581,0.99173,0.385472
362,-0.610428,-0.147516,0.122309,8.763927,-2.105381,-132.324798,-0.314934,0.739702,-0.198878,-1.438862,-0.026581,0.994247,0.385496
363,-0.610584,-0.147867,0.122248,8.831279,-1.978867,-132.28695,-0.315473,0.74138,-0.198878,-1.43625,-0.026581,0.997698,0.385472
364,-0.610792,-0.148205,0.122275,8.906937,-1.837844,-132.247463,-0.315964,0.743178,-0.198902,-1.433218,-0.026581,1.001749,0.385472
365,-0.61098,-0.148448,0.122352,8.988652,-1.680131,-132.211058,-0.316372,0.744975,-0.19889,-1.430078,-0.026593,1.006219,0.385484
366,-0.611266,-0.148683,0.122391,9.056662,-1.555599,-132.185631,-0.316671,0.746701,-0.19889,-1.427106,-0.026605,1.009958,0.385484
367,-0.611769,-0.14899,0.122349,9.105385,-1.480214,-132.172737,-0.316911,0.748511,-0.19889,-1.424098,-0.026617,1.012714,0.385472
368,-0.61249,-0.149473,0.122263,9.126124,-1.474215,-132.164623,-0.317223,0.750224,-0.198902,-1.421233,-0.026641,1.014105,0.385484
369,-0.613205,-0.149955,0.12218,9.13976,-1.49007,-132.165886,-0.317498,0.751734,-0.198902,-1.418657,-0.026749,1.014991,0.38546
370,-0.614129,-0.150653,0.122043,9.136063,-1.555411,-132.166449,-0.317918,0.753352,-0.198914,-1.415924,-0.026881,1.015003,0.38546
371,-0.614961,-0.151435,0.121992,9.125062,-1.619233,-132.148357,-0.318553,0.754718,-0.198938,-1.413444,-0.026893,1.015003,0.38546
