image_number,x,y,z,roll,pith,yaw,j1,j2,j3,j4,j5,j6,j7
95,-0.644606,-0.028531,0.183279,-1.19691,1.382321,167.486439,-0.196134,0.670709,-0.099745,-1.419172,0.077861,1.086597,-0.530865
96,-0.644614,-0.029139,0.183607,-0.872886,1.303769,168.426111,-0.196134,0.669415,-0.100152,-1.41916,0.073739,1.083853,-0.512889
97,-0.644508,-0.030407,0.184393,-0.184852,1.11555,170.534886,-0.196134,0.666407,-0.101075,-1.419292,0.064715,1.078268,-0.472622
98,-0.643892,-0.030973,0.185365,0.268977,1.048522,172.194177,-0.196134,0.663542,-0.101411,-1.419532,0.057656,1.076614,-0.440624
99,-0.6432,-0.031051,0.18654,0.571033,1.00737,173.602429,-0.196146,0.660678,-0.101459,-1.419891,0.052611,1.076614,-0.413756
100,-0.64293,-0.030492,0.187836,0.675573,0.90912,174.778529,-0.19611,0.65815,-0.101471,-1.420419,0.051448,1.07665,-0.392699
101,-0.642797,-0.030154,0.188848,0.711412,0.825608,175.486073,-0.196146,0.656292,-0.10165,-1.420898,0.05146,1.07665,-0.380571
102,-0.642711,-0.030291,0.189593,0.754005,0.767886,175.912511,-0.196158,0.655106,-0.102357,-1.421006,0.051508,1.076674,-0.37374
103,-0.642682,-0.030684,0.190112,0.773009,0.729503,176.038116,-0.196146,0.654458,-0.103364,-1.42097,0.052059,1.076698,-0.372602
104,-0.64269,-0.031219,0.190362,0.780883,0.709594,176.117841,-0.196182,0.654386,-0.104587,-1.420766,0.052886,1.076686,-0.372602
105,-0.64253,-0.031805,0.190319,0.809471,0.724273,176.169622,-0.196326,0.654506,-0.105521,-1.420778,0.05291,1.076674,-0.372602
106,-0.64243,-0.032097,0.190187,0.805837,0.742172,176.2086,-0.196518,0.654746,-0.105965,-1.42085,0.053186,1.07671,-0.372602
107,-0.642097,-0.032085,0.189992,0.784628,0.808632,176.216127,-0.196565,0.654914,-0.106049,-1.421174,0.053186,1.077441,-0.372614
108,-0.641252,-0.031961,0.189647,0.743893,0.962592,176.218571,-0.196565,0.65501,-0.106132,-1.422072,0.052922,1.079215,-0.37259
109,-0.639636,-0.03173,0.188977,0.675511,1.233039,176.218992,-0.196553,0.654986,-0.106288,-1.424134,0.052395,1.082019,-0.372602
110,-0.638169,-0.031371,0.188041,0.596577,1.443466,176.23071,-0.196553,0.654986,-0.106312,-1.42689,0.052431,1.083194,-0.372602
111,-0.637178,-0.031184,0.187123,0.552691,1.573747,176.24406,-0.196565,0.655201,-0.106384,-1.429095,0.052443,1.083182,-0.372566
112,-0.636403,-0.031242,0.186418,0.536276,1.675421,176.314341,-0.196553,0.655477,-0.106864,-1.430641,0.052443,1.08317,-0.371799
113,-0.635599,-0.031362,0.185855,0.54016,1.766782,176.602389,-0.196553,0.655585,-0.107678,-1.432127,0.052455,1.083182,-0.36752
114,-0.634864,-0.031361,0.185363,0.572544,1.839431,177.319623,-0.196553,0.655717,-0.108697,-1.433373,0.052443,1.083098,-0.355896
115,-0.634229,-0.03117,0.185072,0.631749,1.888075,178.487822,-0.196553,0.655717,-0.109836,-1.434296,0.052419,1.08311,-0.336481
116,-0.633607,-0.030725,0.184781,0.715128,1.926668,-179.845415,-0.196541,0.655741,-0.111082,-1.435171,0.052383,1.083086,-0.308438
117,-0.633039,-0.030089,0.18448,0.816961,1.945463,-177.836111,-0.196541,0.655717,-0.11234,-1.436118,0.052335,1.082822,-0.274439
118,-0.632536,-0.029304,0.184115,0.957225,1.958242,-175.539675,-0.196553,0.655777,-0.113407,-1.436873,0.05164,1.082606,-0.234975
119,-0.631933,-0.028797,0.18364,1.208241,1.972337,-172.981498,-0.196541,0.655896,-0.114653,-1.437292,0.049075,1.082594,-0.190178
120,-0.631109,-0.029003,0.182935,1.654343,1.968448,-170.457606,-0.196553,0.655932,-0.115744,-1.437292,0.042604,1.082582,-0.144027
121,-0.630122,-0.029799,0.181965,2.243299,1.905016,-167.83012,-0.196541,0.655932,-0.117122,-1.43728,0.03364,1.082055,-0.095083
122,-0.629588,-0.030941,0.180865,2.852032,1.683585,-165.384025,-0.196541,0.655908,-0.11844,-1.437256,0.024172,1.079515,-0.048896
123,-0.629376,-0.032621,0.179464,3.536192,1.28369,-162.855351,-0.196541,0.65592,-0.11995,-1.437256,0.013051,1.074757,-0.000408
124,-0.629235,-0.034586,0.177992,4.217523,0.799668,-160.411926,-0.196553,0.655896,-0.121556,-1.437292,0.00133,1.069472,0.047002
125,-0.629156,-0.036639,0.176507,4.859213,0.273978,-158.16535,-0.196541,0.655932,-0.123054,-1.437256,-0.010462,1.064187,0.09132
126,-0.629045,-0.038639,0.175158,5.422021,-0.238836,-156.181038,-0.196541,0.65592,-0.124492,-1.43728,-0.02138,1.059465,0.130784
127,-0.628979,-0.040665,0.173809,5.956896,-0.797574,-154.133331,-0.19653,0.65592,-0.12599,-1.43728,-0.03237,1.054791,0.17153
128,-0.628867,-0.04237,0.172649,6.39321,-1.30165,-152.134362,-0.196553,0.655968,-0.127464,-1.437268,-0.041753,1.051364,0.210611
129,-0.628476,-0.04327,0.171847,6.68761,-1.605211,-150.299555,-0.196553,0.656112,-0.128771,-1.437292,-0.047925,1.050908,0.245065
130,-0.62834,-0.043593,0.171249,6.84431,-1.851962,-148.506438,-0.196541,0.656388,-0.129993,-1.437328,-0.051317,1.05092,0.277399
131,-0.628368,-0.043571,0.170699,6.896662,-2.051733,-146.738866,-0.196541,0.656843,-0.131359,-1.43758,-0.052419,1.050932,0.307958
132,-0.62841,-0.043405,0.170079,6.90318,-2.21669,-144.978491,-0.196565,0.657454,-0.132833,-1.438083,-0.052419,1.050932,0.337691
133,-0.628278,-0.043172,0.169316,6.91355,-2.34358,-143.355723,-0.196577,0.658066,-0.134116,-1.438994,-0.052431,1.050932,0.365147
134,-0.627995,-0.042969,0.16833,6.937348,-2.445418,-141.749576,-0.196565,0.658893,-0.135506,-1.440181,-0.052431,1.050944,0.392232
135,-0.627613,-0.042771,0.167152,6.97297,-2.523611,-140.213618,-0.196553,0.659923,-0.136836,-1.441547,-0.052479,1.050932,0.418153
136,-0.626955,-0.04278,0.165777,7.037744,-2.580328,-138.703622,-0.196577,0.66105,-0.138514,-1.443344,-0.052599,1.05092,0.443332
137,-0.626057,-0.043021,0.164176,7.1534,-2.640986,-137.196112,-0.196553,0.662332,-0.140455,-1.445358,-0.053402,1.050932,0.468679
138,-0.625022,-0.043252,0.162552,7.277489,-2.687272,-135.802274,-0.196577,0.663471,-0.142217,-1.447671,-0.054313,1.05092,0.492168
139,-0.623946,-0.043247,0.160872,7.383594,-2.705337,-134.43823,-0.196577,0.664609,-0.143787,-1.450295,-0.054684,1.050908,0.514998
140,-0.622999,-0.043208,0.159357,7.482981,-2.726172,-133.223146,-0.196577,0.66564,-0.145069,-1.45262,-0.055128,1.050932,0.535491
141,-0.621978,-0.043455,0.157904,7.627264,-2.78269,-132.162017,-0.196553,0.666515,-0.146292,-1.454717,-0.056757,1.05092,0.554031
142,-0.621081,-0.044004,0.156606,7.8052,-2.89384,-131.246568,-0.196577,0.667293,-0.147274,-1.456144,-0.059718,1.050932,0.57094
143,-0.620283,-0.044726,0.155507,7.978553,-3.035928,-130.366084,-0.196577,0.667917,-0.148449,-1.45727,-0.062798,1.05092,0.587215
144,-0.61963,-0.045755,0.154609,8.173892,-3.239385,-129.576056,-0.196601,0.668396,-0.149527,-1.457737,-0.067028,1.050932,0.602651
145,-0.619003,-0.047243,0.153937,8.398058,-3.507509,-128.877318,-0.196589,0.668636,-0.150906,-1.457725,-0.072337,1.050908,0.616948
146,-0.618232,-0.049013,0.153312,8.654456,-3.812305,-128.229414,-0.196625,0.66866,-0.152332,-1.457713,-0.078641,1.050908,0.630849
147,-0.617464,-0.050717,0.15272,8.901645,-4.110315,-127.643248,-0.196637,0.668648,-0.153638,-1.457713,-0.08486,1.05092,0.643756
148,-0.616753,-0.052361,0.152151,9.128158,-4.400098,-127.063483,-0.196649,0.668684,-0.154968,-1.457701,-0.090649,1.050908,0.656316
149,-0.616218,-0.053654,0.151577,9.301896,-4.659816,-126.416735,-0.196685,0.668851,-0.156071,-1.457737,-0.095347,1.050908,0.669594
150,-0.615576,-0.05487,0.150659,9.478271,-4.944657,-125.500196,-0.196853,0.669259,-0.157065,-1.458193,-0.100296,1.050908,0.687739
151,-0.615461,-0.055001,0.150442,9.502845,-4.996936,-125.267872,-0.196913,0.669343,-0.157149,-1.458397,-0.101111,1.05092,0.692185
152,-0.615367,-0.054942,0.150122,9.501329,-5.034553,-124.895326,-0.197069,0.669511,-0.157161,-1.458876,-0.101291,1.05092,0.69868
153,-0.615284,-0.054868,0.149911,9.506654,-5.03508,-124.777522,-0.197069,0.66969,-0.157173,-1.45914,-0.101279,1.050908,0.700741
154,-0.615207,-0.054838,0.149785,9.516348,-5.023543,-124.770505,-0.197069,0.669822,-0.157161,-1.459271,-0.101279,1.050932,0.700873
155,-0.615118,-0.054811,0.149683,9.525536,-5.012543,-124.770471,-0.197069,0.669894,-0.157149,-1.459439,-0.101291,1.050944,0.700885
156,-0.615088,-0.054798,0.149592,9.530846,-5.006037,-124.772131,-0.197069,0.670014,-0.157137,-1.459487,-0.101291,1.05092,0.700873
157,-0.615088,-0.05476,0.149507,9.534382,-4.999844,-124.775935,-0.197045,0.670158,-0.157101,-1.459475,-0.101279,1.050908,0.700861
158,-0.615088,-0.054647,0.149358,9.539084,-4.98517,-124.785659,-0.197045,0.670373,-0.156898,-1.459487,-0.101291,1.05092,0.700861
159,-0.615117,-0.054379,0.149163,9.539797,-4.962377,-124.806212,-0.196985,0.670637,-0.15649,-1.459523,-0.101279,1.05092,0.700873
160,-0.61521,-0.053933,0.148899,9.535054,-4.929439,-124.842132,-0.196925,0.670997,-0.155735,-1.459523,-0.101291,1.05092,0.700897
161,-0.615313,-0.053338,0.148552,9.531499,-4.886668,-124.89305,-0.196757,0.671476,-0.154836,-1.459535,-0.101291,1.05092,0.700873
162,-0.615344,-0.05274,0.148105,9.538017,-4.835901,-124.942108,-0.196541,0.672075,-0.154021,-1.459643,-0.101279,1.050932,0.700861
163,-0.61529,-0.052179,0.147602,9.552431,-4.781137,-124.987492,-0.19635,0.672686,-0.153266,-1.459895,-0.101303,1.050932,0.700861
164,-0.615152,-0.051798,0.147042,9.579184,-4.72739,-125.015362,-0.196194,0.673405,-0.152835,-1.460182,-0.101291,1.050932,0.700873
165,-0.614844,-0.051466,0.146295,9.629774,-4.662519,-125.041309,-0.195918,0.67434,-0.152679,-1.460674,-0.101303,1.050932,0.700849
166,-0.614327,-0.051295,0.145415,9.698257,-4.584156,-125.046683,-0.195822,0.675323,-0.152703,-1.461512,-0.101303,1.050932,0.700849
167,-0.613453,-0.05116,0.144215,9.797009,-4.46878,-125.039227,-0.195906,0.676461,-0.152751,-1.463034,-0.101303,1.050932,0.700849
168,-0.612571,-0.051051,0.142903,9.902142,-4.34647,-125.02852,-0.196038,0.677816,-0.152799,-1.464509,-0.101291,1.050932,0.700861
169,-0.611498,-0.0508,0.141301,10.028942,-4.195894,-125.028899,-0.196074,0.679445,-0.152775,-1.466342,-0.101303,1.050908,0.700837
170,-0.610567,-0.050575,0.13972,10.151332,-4.054606,-125.029837,-0.196062,0.681255,-0.152787,-1.467804,-0.101303,1.050908,0.700837
171,-0.609604,-0.05034,0.138058,10.278593,-3.905811,-125.029909,-0.196074,0.683185,-0.152775,-1.469302,-0.101291,1.050908,0.700837
172,-0.609078,-0.050236,0.13634,10.394867,-3.780813,-125.03357,-0.196086,0.685809,-0.152787,-1.469686,-0.101279,1.050884,0.700849
173,-0.608835,-0.050168,0.134859,10.478279,-3.693517,-125.045243,-0.196074,0.68823,-0.152751,-1.469674,-0.101279,1.050573,0.700837
174,-0.608978,-0.050239,0.133401,10.500905,-3.679275,-125.069436,-0.196086,0.690555,-0.152727,-1.469566,-0.101291,1.048763,0.700789
175,-0.609501,-0.050437,0.131934,10.450657,-3.750599,-125.11119,-0.196074,0.692676,-0.152751,-1.469614,-0.101291,1.045,0.70067
176,-0.610243,-0.050695,0.130577,10.360337,-3.867101,-125.1543,-0.196086,0.694558,-0.152751,-1.469662,-0.101291,1.040422,0.700622
177,-0.611179,-0.051034,0.129341,10.236616,-4.025143,-125.198686,-0.196098,0.696223,-0.152799,-1.469662,-0.101291,1.035173,0.700598
178,-0.612501,-0.051537,0.12825,10.043876,-4.261722,-125.251034,-0.196218,0.697554,-0.152823,-1.469662,-0.101291,1.028402,0.700526
179,-0.613879,-0.052037,0.127444,9.835179,-4.515334,-125.302471,-0.196326,0.698428,-0.152835,-1.469662,-0.101303,1.021679,0.700454
180,-0.615258,-0.05254,0.126856,9.619217,-4.774839,-125.373541,-0.19641,0.698956,-0.152871,-1.469698,-0.101303,1.015039,0.699986
181,-0.616337,-0.053046,0.12655,9.448001,-4.975786,-125.567458,-0.19647,0.699148,-0.152979,-1.469722,-0.101303,1.009623,0.697134
182,-0.617041,-0.053563,0.126448,9.335088,-5.122693,-125.771032,-0.196458,0.699124,-0.153338,-1.469758,-0.101327,1.005728,0.693803
183,-0.617263,-0.054034,0.126387,9.299242,-5.206451,-125.872165,-0.196506,0.699064,-0.153758,-1.469865,-0.101626,1.003798,0.692089
184,-0.616967,-0.054525,0.126278,9.354638,-5.218926,-126.011694,-0.196565,0.699088,-0.154201,-1.470021,-0.102453,1.00357,0.689788
185,-0.616595,-0.054954,0.126082,9.423409,-5.230026,-126.099731,-0.196769,0.699112,-0.154309,-1.470273,-0.1037,1.003582,0.688721
186,-0.616028,-0.055344,0.125724,9.514757,-5.245051,-126.149608,-0.196949,0.699112,-0.154309,-1.470896,-0.105437,1.003582,0.688721
